srcStateName,srcYear,TRU,Country,YearCode,StateCode,Year,StateName,TotalPopulation,TotalPopulationUrban,TotalPopulationRural,TotalPopulationMale,TotalPopulationMaleUrban,TotalPopulationMaleRural,TotalPopulationFemale,TotalPopulationFemaleUrban,TotalPopulationFemaleRural,NumberOfHouseholds,NumberOfHouseholdsUrban,NumberOfHouseholdsRural,LandAreaUrban,LandAreaRural,LandArea,LandAreaMappingError%,LandAreaUrbanMappingError%,LandAreaRuralMappingError%,TotalPopulationMappingError%,TotalPopulationUrbanMappingError%,TotalPopulationRuralMappingError%,TotalPopulationMaleMappingError%,TotalPopulationMaleUrbanMappingError%,TotalPopulationMaleRuralMappingError%,TotalPopulationFeMaleMappingError%,TotalPopulationFeMaleUrbanMappingError%,TotalPopulationFeMaleRuralMappingError%,NumberOfHouseholdsMappingError%,NumberOfHouseholdsUrbanMappingError%,NumberOfHouseholdsRuralMappingError%,NumberOfChildren,NumberOfParents,WeighingRatio_TotalPopulation,WeighingRatio_Percentage_TotalPopulation,WeighingRatio_TotalPopulationUrban,WeighingRatio_Percentage_TotalPopulationUrban,WeighingRatio_TotalPopulationRural,WeighingRatio_Percentage_TotalPopulationRural,WeighingRatio_TotalPopulationMale,WeighingRatio_Percentage_TotalPopulationMale,WeighingRatio_TotalPopulationMaleUrban,WeighingRatio_Percentage_TotalPopulationMaleUrban,WeighingRatio_TotalPopulationMaleRural,WeighingRatio_Percentage_TotalPopulationMaleRural,WeighingRatio_TotalPopulationFemale,WeighingRatio_Percentage_TotalPopulationFemale,WeighingRatio_TotalPopulationFemaleUrban,WeighingRatio_Percentage_TotalPopulationFemaleUrban,WeighingRatio_TotalPopulationFemaleRural,WeighingRatio_Percentage_TotalPopulationFemaleRural,WeighingRatio_NumberOfHouseholds,WeighingRatio_Percentage_NumberOfHouseholds,WeighingRatio_NumberOfHouseholdsUrban,WeighingRatio_Percentage_NumberOfHouseholdsUrban,WeighingRatio_NumberOfHouseholdsRural,WeighingRatio_Percentage_NumberOfHouseholdsRural,WeighingRatio_LandAreaUrban,WeighingRatio_Percentage_LandAreaUrban,WeighingRatio_LandAreaRural,WeighingRatio_Percentage_LandAreaRural,WeighingRatio_LandArea,WeighingRatio_Percentage_LandArea
Andaman and Nicobar Islands,1993-94,Rural,India,1993,35,"Calendar Year (Jan - Dec), 1993",ANDAMAN AND NICOBAR ISLANDS,237093,,,126287,,,110806,,,58530,,,,,81533.171875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Andaman and Nicobar Islands,1993-94,Urban,India,1993,35,"Calendar Year (Jan - Dec), 1993",ANDAMAN AND NICOBAR ISLANDS,143488,,,76584,,,66904,,,36021,,,,,3799.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Andaman and Nicobar Islands,1999-00,Rural,India,1999,35,"Calendar Year (Jan - Dec), 1999",ANDAMAN AND NICOBAR ISLANDS,237093,,,126287,,,110806,,,58530,,,,,81533.171875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Andaman and Nicobar Islands,1999-00,Urban,India,1999,35,"Calendar Year (Jan - Dec), 1999",ANDAMAN AND NICOBAR ISLANDS,143488,,,76584,,,66904,,,36021,,,,,3799.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Andaman and Nicobar Islands,2004-05,Rural,India,2004,35,"Calendar Year (Jan - Dec), 2004",ANDAMAN AND NICOBAR ISLANDS,237093,,,126287,,,110806,,,58530,,,,,81533.171875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Andaman and Nicobar Islands,2004-05,Urban,India,2004,35,"Calendar Year (Jan - Dec), 2004",ANDAMAN AND NICOBAR ISLANDS,143488,,,76584,,,66904,,,36021,,,,,3799.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Andaman and Nicobar Islands,2009-10,Rural,India,2009,35,"Calendar Year (Jan - Dec), 2009",ANDAMAN AND NICOBAR ISLANDS,237093,,,126287,,,110806,,,58530,,,,,81533.171875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Andaman and Nicobar Islands,2009-10,Urban,India,2009,35,"Calendar Year (Jan - Dec), 2009",ANDAMAN AND NICOBAR ISLANDS,143488,,,76584,,,66904,,,36021,,,,,3799.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Andaman and Nicobar Islands,2011-12,Rural,India,2011,35,"Calendar Year (Jan - Dec), 2011",ANDAMAN AND NICOBAR ISLANDS,237093,,,126287,,,110806,,,58530,,,,,81533.171875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Andaman and Nicobar Islands,2011-12,Urban,India,2011,35,"Calendar Year (Jan - Dec), 2011",ANDAMAN AND NICOBAR ISLANDS,143488,,,76584,,,66904,,,36021,,,,,3799.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Andaman and Nicobar Islands,2017-18,Rural,India,2017,35,"Calendar Year (Jan - Dec), 2017",ANDAMAN AND NICOBAR ISLANDS,237093,,,126287,,,110806,,,58530,,,,,81533.171875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Andaman and Nicobar Islands,2017-18,Urban,India,2017,35,"Calendar Year (Jan - Dec), 2017",ANDAMAN AND NICOBAR ISLANDS,143488,,,76584,,,66904,,,36021,,,,,3799.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Andaman and Nicobar Islands,2018-19,Rural,India,2018,35,"Calendar Year (Jan - Dec), 2018",ANDAMAN AND NICOBAR ISLANDS,237093,,,126287,,,110806,,,58530,,,,,81533.171875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Andaman and Nicobar Islands,2018-19,Urban,India,2018,35,"Calendar Year (Jan - Dec), 2018",ANDAMAN AND NICOBAR ISLANDS,143488,,,76584,,,66904,,,36021,,,,,3799.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Andhra Pradesh,1993-94,Rural,India,1993,36,"Calendar Year (Jan - Dec), 1993",TELANGANA,21395009,,,10704993,,,10690016,,,5169029,,,,,10014736,0,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,2,1,0.37960189704704091441,1,,1,,1,0.37902849039173655743,1,,1,,1,0.38017784828266383427,1,,1,,1,0.36313674765200637021,1,,1,,1,,1,,1,0.4346874729533927,1
Andhra Pradesh,1993-94,Rural,India,1993,28,"Calendar Year (Jan - Dec), 1993",ANDHRA PRADESH,34966693,,,17538248,,,17428445,,,9065358,,,,,13024198,0,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,2,1,0.62039810295295908559,1,,1,,1,0.62097150960826344257,1,,1,,1,0.61982215171733616573,1,,1,,1,0.63686325234799362979,1,,1,,1,,1,,1,0.5653125270466073,1
Andhra Pradesh,1993-94,Urban,India,1993,36,"Calendar Year (Jan - Dec), 1993",TELANGANA,13608665,,,6906640,,,6702025,,,3134583,,,,,373524,0,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,2,1,0.48225056987162052619,1,,1,,1,0.48642060778630464814,1,,1,,1,0.47802737056683335509,1,,1,,1,0.46176932592302437715,1,,1,,1,,1,,1,0.4755492973526274,1
Andhra Pradesh,1993-94,Urban,India,1993,28,"Calendar Year (Jan - Dec), 1993",ANDHRA PRADESH,14610410,,,7292265,,,7318145,,,3653618,,,,,411934,0,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,2,1,0.51774943012837947381,1,,1,,1,0.51357939221369535186,1,,1,,1,0.52197262943316664491,1,,1,,1,0.53823067407697562285,1,,1,,1,,1,,1,0.5244507026473726,1
Andhra Pradesh,1999-00,Rural,India,1999,36,"Calendar Year (Jan - Dec), 1999",TELANGANA,21395009,,,10704993,,,10690016,,,5169029,,,,,10014736,0,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,2,1,0.37960189704704091441,1,,1,,1,0.37902849039173655743,1,,1,,1,0.38017784828266383427,1,,1,,1,0.36313674765200637021,1,,1,,1,,1,,1,0.4346874729533927,1
Andhra Pradesh,1999-00,Rural,India,1999,28,"Calendar Year (Jan - Dec), 1999",ANDHRA PRADESH,34966693,,,17538248,,,17428445,,,9065358,,,,,13024198,0,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,2,1,0.62039810295295908559,1,,1,,1,0.62097150960826344257,1,,1,,1,0.61982215171733616573,1,,1,,1,0.63686325234799362979,1,,1,,1,,1,,1,0.5653125270466073,1
Andhra Pradesh,1999-00,Urban,India,1999,28,"Calendar Year (Jan - Dec), 1999",ANDHRA PRADESH,14610410,,,7292265,,,7318145,,,3653618,,,,,411934,0,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,2,1,0.51774943012837947381,1,,1,,1,0.51357939221369535186,1,,1,,1,0.52197262943316664491,1,,1,,1,0.53823067407697562285,1,,1,,1,,1,,1,0.5244507026473726,1
Andhra Pradesh,1999-00,Urban,India,1999,36,"Calendar Year (Jan - Dec), 1999",TELANGANA,13608665,,,6906640,,,6702025,,,3134583,,,,,373524,0,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,2,1,0.48225056987162052619,1,,1,,1,0.48642060778630464814,1,,1,,1,0.47802737056683335509,1,,1,,1,0.46176932592302437715,1,,1,,1,,1,,1,0.4755492973526274,1
Andhra Pradesh,2004-05,Rural,India,2004,28,"Calendar Year (Jan - Dec), 2004",ANDHRA PRADESH,34966693,,,17538248,,,17428445,,,9065358,,,,,13024198,0,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,2,1,0.62039810295295908559,1,,1,,1,0.62097150960826344257,1,,1,,1,0.61982215171733616573,1,,1,,1,0.63686325234799362979,1,,1,,1,,1,,1,0.5653125270466073,1
Andhra Pradesh,2004-05,Rural,India,2004,36,"Calendar Year (Jan - Dec), 2004",TELANGANA,21395009,,,10704993,,,10690016,,,5169029,,,,,10014736,0,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,2,1,0.37960189704704091441,1,,1,,1,0.37902849039173655743,1,,1,,1,0.38017784828266383427,1,,1,,1,0.36313674765200637021,1,,1,,1,,1,,1,0.4346874729533927,1
Andhra Pradesh,2004-05,Urban,India,2004,36,"Calendar Year (Jan - Dec), 2004",TELANGANA,13608665,,,6906640,,,6702025,,,3134583,,,,,373524,0,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,2,1,0.48225056987162052619,1,,1,,1,0.48642060778630464814,1,,1,,1,0.47802737056683335509,1,,1,,1,0.46176932592302437715,1,,1,,1,,1,,1,0.4755492973526274,1
Andhra Pradesh,2004-05,Urban,India,2004,28,"Calendar Year (Jan - Dec), 2004",ANDHRA PRADESH,14610410,,,7292265,,,7318145,,,3653618,,,,,411934,0,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,2,1,0.51774943012837947381,1,,1,,1,0.51357939221369535186,1,,1,,1,0.52197262943316664491,1,,1,,1,0.53823067407697562285,1,,1,,1,,1,,1,0.5244507026473726,1
Andhra Pradesh,2009-10,Rural,India,2009,36,"Calendar Year (Jan - Dec), 2009",TELANGANA,21395009,,,10704993,,,10690016,,,5169029,,,,,10014736,0,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,2,1,0.37960189704704091441,1,,1,,1,0.37902849039173655743,1,,1,,1,0.38017784828266383427,1,,1,,1,0.36313674765200637021,1,,1,,1,,1,,1,0.4346874729533927,1
Andhra Pradesh,2009-10,Rural,India,2009,28,"Calendar Year (Jan - Dec), 2009",ANDHRA PRADESH,34966693,,,17538248,,,17428445,,,9065358,,,,,13024198,0,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,2,1,0.62039810295295908559,1,,1,,1,0.62097150960826344257,1,,1,,1,0.61982215171733616573,1,,1,,1,0.63686325234799362979,1,,1,,1,,1,,1,0.5653125270466073,1
Andhra Pradesh,2009-10,Urban,India,2009,28,"Calendar Year (Jan - Dec), 2009",ANDHRA PRADESH,14610410,,,7292265,,,7318145,,,3653618,,,,,411934,0,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,2,1,0.51774943012837947381,1,,1,,1,0.51357939221369535186,1,,1,,1,0.52197262943316664491,1,,1,,1,0.53823067407697562285,1,,1,,1,,1,,1,0.5244507026473726,1
Andhra Pradesh,2009-10,Urban,India,2009,36,"Calendar Year (Jan - Dec), 2009",TELANGANA,13608665,,,6906640,,,6702025,,,3134583,,,,,373524,0,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,2,1,0.48225056987162052619,1,,1,,1,0.48642060778630464814,1,,1,,1,0.47802737056683335509,1,,1,,1,0.46176932592302437715,1,,1,,1,,1,,1,0.4755492973526274,1
Andhra Pradesh,2011-12,Rural,India,2011,28,"Calendar Year (Jan - Dec), 2011",ANDHRA PRADESH,34966693,,,17538248,,,17428445,,,9065358,,,,,13024198,0,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,2,1,0.62039810295295908559,1,,1,,1,0.62097150960826344257,1,,1,,1,0.61982215171733616573,1,,1,,1,0.63686325234799362979,1,,1,,1,,1,,1,0.5653125270466073,1
Andhra Pradesh,2011-12,Rural,India,2011,36,"Calendar Year (Jan - Dec), 2011",TELANGANA,21395009,,,10704993,,,10690016,,,5169029,,,,,10014736,0,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,2,1,0.37960189704704091441,1,,1,,1,0.37902849039173655743,1,,1,,1,0.38017784828266383427,1,,1,,1,0.36313674765200637021,1,,1,,1,,1,,1,0.4346874729533927,1
Andhra Pradesh,2011-12,Urban,India,2011,28,"Calendar Year (Jan - Dec), 2011",ANDHRA PRADESH,14610410,,,7292265,,,7318145,,,3653618,,,,,411934,0,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,2,1,0.51774943012837947381,1,,1,,1,0.51357939221369535186,1,,1,,1,0.52197262943316664491,1,,1,,1,0.53823067407697562285,1,,1,,1,,1,,1,0.5244507026473726,1
Andhra Pradesh,2011-12,Urban,India,2011,36,"Calendar Year (Jan - Dec), 2011",TELANGANA,13608665,,,6906640,,,6702025,,,3134583,,,,,373524,0,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,2,1,0.48225056987162052619,1,,1,,1,0.48642060778630464814,1,,1,,1,0.47802737056683335509,1,,1,,1,0.46176932592302437715,1,,1,,1,,1,,1,0.4755492973526274,1
Andhra Pradesh,2017-18,Rural,India,2017,36,"Calendar Year (Jan - Dec), 2017",TELANGANA,21395009,,,10704993,,,10690016,,,5169029,,,,,10014736,0,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,2,1,0.37960189704704091441,1,,1,,1,0.37902849039173655743,1,,1,,1,0.38017784828266383427,1,,1,,1,0.36313674765200637021,1,,1,,1,,1,,1,0.4346874729533927,1
Andhra Pradesh,2017-18,Rural,India,2017,28,"Calendar Year (Jan - Dec), 2017",ANDHRA PRADESH,34966693,,,17538248,,,17428445,,,9065358,,,,,13024198,0,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,2,1,0.62039810295295908559,1,,1,,1,0.62097150960826344257,1,,1,,1,0.61982215171733616573,1,,1,,1,0.63686325234799362979,1,,1,,1,,1,,1,0.5653125270466073,1
Andhra Pradesh,2017-18,Urban,India,2017,28,"Calendar Year (Jan - Dec), 2017",ANDHRA PRADESH,14610410,,,7292265,,,7318145,,,3653618,,,,,411934,0,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,2,1,0.51774943012837947381,1,,1,,1,0.51357939221369535186,1,,1,,1,0.52197262943316664491,1,,1,,1,0.53823067407697562285,1,,1,,1,,1,,1,0.5244507026473726,1
Andhra Pradesh,2017-18,Urban,India,2017,36,"Calendar Year (Jan - Dec), 2017",TELANGANA,13608665,,,6906640,,,6702025,,,3134583,,,,,373524,0,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,2,1,0.48225056987162052619,1,,1,,1,0.48642060778630464814,1,,1,,1,0.47802737056683335509,1,,1,,1,0.46176932592302437715,1,,1,,1,,1,,1,0.4755492973526274,1
Andhra Pradesh,2018-19,Rural,India,2018,36,"Calendar Year (Jan - Dec), 2018",TELANGANA,21395009,,,10704993,,,10690016,,,5169029,,,,,10014736,0,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,2,1,0.37960189704704091441,1,,1,,1,0.37902849039173655743,1,,1,,1,0.38017784828266383427,1,,1,,1,0.36313674765200637021,1,,1,,1,,1,,1,0.4346874729533927,1
Andhra Pradesh,2018-19,Rural,India,2018,28,"Calendar Year (Jan - Dec), 2018",ANDHRA PRADESH,34966693,,,17538248,,,17428445,,,9065358,,,,,13024198,0,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,2,1,0.62039810295295908559,1,,1,,1,0.62097150960826344257,1,,1,,1,0.61982215171733616573,1,,1,,1,0.63686325234799362979,1,,1,,1,,1,,1,0.5653125270466073,1
Andhra Pradesh,2018-19,Urban,India,2018,36,"Calendar Year (Jan - Dec), 2018",TELANGANA,13608665,,,6906640,,,6702025,,,3134583,,,,,373524,0,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,2,1,0.48225056987162052619,1,,1,,1,0.48642060778630464814,1,,1,,1,0.47802737056683335509,1,,1,,1,0.46176932592302437715,1,,1,,1,,1,,1,0.4755492973526274,1
Andhra Pradesh,2018-19,Urban,India,2018,28,"Calendar Year (Jan - Dec), 2018",ANDHRA PRADESH,14610410,,,7292265,,,7318145,,,3653618,,,,,411934,0,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,0.000000000000000000000000,0,0,2,1,0.51774943012837947381,1,,1,,1,0.51357939221369535186,1,,1,,1,0.52197262943316664491,1,,1,,1,0.53823067407697562285,1,,1,,1,,1,,1,0.5244507026473726,1
Arunachal Pradesh,1993-94,Rural,India,1993,12,"Calendar Year (Jan - Dec), 1993",ARUNACHAL PRADESH,1066358,,,546011,,,520347,,,200210,,,,,1331038.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Arunachal Pradesh,1993-94,Urban,India,1993,12,"Calendar Year (Jan - Dec), 1993",ARUNACHAL PRADESH,317369,,,167901,,,149468,,,70367,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Arunachal Pradesh,1999-00,Rural,India,1999,12,"Calendar Year (Jan - Dec), 1999",ARUNACHAL PRADESH,1066358,,,546011,,,520347,,,200210,,,,,1331038.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Arunachal Pradesh,1999-00,Urban,India,1999,12,"Calendar Year (Jan - Dec), 1999",ARUNACHAL PRADESH,317369,,,167901,,,149468,,,70367,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Arunachal Pradesh,2004-05,Rural,India,2004,12,"Calendar Year (Jan - Dec), 2004",ARUNACHAL PRADESH,1066358,,,546011,,,520347,,,200210,,,,,1331038.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Arunachal Pradesh,2004-05,Urban,India,2004,12,"Calendar Year (Jan - Dec), 2004",ARUNACHAL PRADESH,317369,,,167901,,,149468,,,70367,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Arunachal Pradesh,2009-10,Rural,India,2009,12,"Calendar Year (Jan - Dec), 2009",ARUNACHAL PRADESH,1066358,,,546011,,,520347,,,200210,,,,,1331038.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Arunachal Pradesh,2009-10,Urban,India,2009,12,"Calendar Year (Jan - Dec), 2009",ARUNACHAL PRADESH,317369,,,167901,,,149468,,,70367,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Arunachal Pradesh,2011-12,Rural,India,2011,12,"Calendar Year (Jan - Dec), 2011",ARUNACHAL PRADESH,1066358,,,546011,,,520347,,,200210,,,,,1331038.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Arunachal Pradesh,2011-12,Urban,India,2011,12,"Calendar Year (Jan - Dec), 2011",ARUNACHAL PRADESH,317369,,,167901,,,149468,,,70367,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Arunachal Pradesh,2017-18,Rural,India,2017,12,"Calendar Year (Jan - Dec), 2017",ARUNACHAL PRADESH,1066358,,,546011,,,520347,,,200210,,,,,1331038.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Arunachal Pradesh,2017-18,Urban,India,2017,12,"Calendar Year (Jan - Dec), 2017",ARUNACHAL PRADESH,317369,,,167901,,,149468,,,70367,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Arunachal Pradesh,2018-19,Rural,India,2018,12,"Calendar Year (Jan - Dec), 2018",ARUNACHAL PRADESH,1066358,,,546011,,,520347,,,200210,,,,,1331038.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Arunachal Pradesh,2018-19,Urban,India,2018,12,"Calendar Year (Jan - Dec), 2018",ARUNACHAL PRADESH,317369,,,167901,,,149468,,,70367,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Assam,1993-94,Rural,India,1993,18,"Calendar Year (Jan - Dec), 1993",ASSAM,26807034,,,13678989,,,13128045,,,5420877,,,,,5082897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Assam,1993-94,Urban,India,1993,18,"Calendar Year (Jan - Dec), 1993",ASSAM,4398542,,,2260454,,,2138088,,,985594,,,,,125988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Assam,1999-00,Rural,India,1999,18,"Calendar Year (Jan - Dec), 1999",ASSAM,26807034,,,13678989,,,13128045,,,5420877,,,,,5082897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Assam,1999-00,Urban,India,1999,18,"Calendar Year (Jan - Dec), 1999",ASSAM,4398542,,,2260454,,,2138088,,,985594,,,,,125988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
