srcStateName,srcYear,TRU,Gender,Unemployment Rate per 1000 population,YearCode,Year
Tripura,2018-19,Rural,Male,55,2018,"Calendar Year (Jan - Dec), 2018"
Tamil Nadu,2018-19,Rural,Male,70,2018,"Calendar Year (Jan - Dec), 2018"
Sikkim,2018-19,Rural,Male,30,2018,"Calendar Year (Jan - Dec), 2018"
Rajasthan,2018-19,Rural,Male,59,2018,"Calendar Year (Jan - Dec), 2018"
Punjab,2018-19,Rural,Male,76,2018,"Calendar Year (Jan - Dec), 2018"
Odisha,2018-19,Rural,Male,66,2018,"Calendar Year (Jan - Dec), 2018"
Nagaland,2018-19,Rural,Male,144,2018,"Calendar Year (Jan - Dec), 2018"
Mizoram,2018-19,Rural,Male,42,2018,"Calendar Year (Jan - Dec), 2018"
Meghalaya,2018-19,Rural,Male,19,2018,"Calendar Year (Jan - Dec), 2018"
Manipur,2018-19,Rural,Male,77,2018,"Calendar Year (Jan - Dec), 2018"
Maharashtra,2018-19,Rural,Male,46,2018,"Calendar Year (Jan - Dec), 2018"
Madhya Pradesh,2018-19,Rural,Male,30,2018,"Calendar Year (Jan - Dec), 2018"
Kerala,2018-19,Rural,Male,47,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018-19,Rural,Male,32,2018,"Calendar Year (Jan - Dec), 2018"
Jharkhand,2018-19,Rural,Male,58,2018,"Calendar Year (Jan - Dec), 2018"
Jammu & Kashmir,2018-19,Rural,Male,29,2018,"Calendar Year (Jan - Dec), 2018"
Himachal Pradesh,2018-19,Rural,Male,53,2018,"Calendar Year (Jan - Dec), 2018"
Haryana,2018-19,Rural,Male,100,2018,"Calendar Year (Jan - Dec), 2018"
Gujarat,2018-19,Rural,Male,38,2018,"Calendar Year (Jan - Dec), 2018"
Goa,2018-19,Rural,Male,24,2018,"Calendar Year (Jan - Dec), 2018"
Delhi,2018-19,Rural,Male,6,2018,"Calendar Year (Jan - Dec), 2018"
Chhattisgarh,2018-19,Rural,Male,26,2018,"Calendar Year (Jan - Dec), 2018"
Bihar,2018-19,Rural,Male,106,2018,"Calendar Year (Jan - Dec), 2018"
Assam,2018-19,Rural,Male,62,2018,"Calendar Year (Jan - Dec), 2018"
Arunachal Pradesh,2018-19,Rural,Male,61,2018,"Calendar Year (Jan - Dec), 2018"
