ROWID,Country,State lgd code,State,YearCode,Year,Number of factories,Fixed capital,Working capital,Physical working capital,Productive capital,Invested capital,Number of workers,Persons engaged in factories ,Total emoluments,Total inputs,Value of gross output,Net value added,Gross value added,Net fixed capital formation,Gross fixed capital formation,Gross capital formation
558,India,21,Odisha,2016,"Financial Year (Apr - Mar), 2016",3051,33800626,-2300922,3177714,31499704,36978340,222789,272508,793763,12025645,15109219,1847663,3083574,653833,1889743,1497796
559,India,21,Odisha,2017,"Financial Year (Apr - Mar), 2017",3066,33907302,-3533597,3806745,30373705,37714048,229036,279496,923326,18895455,22997037,2698489,4101583,-788554,614540,1205922
560,India,21,Odisha,2018,"Financial Year (Apr - Mar), 2018",3063,30927574,-2010373,4011614,28917201,34939188,233064,281520,995449,24933019,30238991,3722012,5305972,-1939331,-355371,210853
561,India,22,Chhattisgarh,1991,"Financial Year (Apr - Mar), 1991",,,,,,,,,,,,,,,,
562,India,22,Chhattisgarh,1992,"Financial Year (Apr - Mar), 1992",,,,,,,,,,,,,,,,
563,India,22,Chhattisgarh,1993,"Financial Year (Apr - Mar), 1993",,,,,,,,,,,,,,,,
564,India,22,Chhattisgarh,1994,"Financial Year (Apr - Mar), 1994",,,,,,,,,,,,,,,,
565,India,22,Chhattisgarh,1995,"Financial Year (Apr - Mar), 1995",,,,,,,,,,,,,,,,
566,India,22,Chhattisgarh,1996,"Financial Year (Apr - Mar), 1996",,,,,,,,,,,,,,,,
567,India,22,Chhattisgarh,1997,"Financial Year (Apr - Mar), 1997",,,,,,,,,,,,,,,,
568,India,22,Chhattisgarh,1998,"Financial Year (Apr - Mar), 1998",1259,637128,284909,,922037,943451,73614,98284,110082,838731,1211850,319464,373120,19704,73360,71853
569,India,22,Chhattisgarh,1999,"Financial Year (Apr - Mar), 1999",1380,896414,213745,,1110159,1163096,79421,101632,93313,988061,1295791,236161,307730,-61175,10394,-40488
570,India,22,Chhattisgarh,2000,"Financial Year (Apr - Mar), 2000",1275,660150,160861,,821011,905285,65894,96390,102810,971911,1274306,249277,302396,15916,69035,82422
571,India,22,Chhattisgarh,2001,"Financial Year (Apr - Mar), 2001",1277,1187970,321867,,1509837,1646474,64311,93777,107162,961419,1258175,237193,296757,458004,517569,691270
572,India,22,Chhattisgarh,2002,"Financial Year (Apr - Mar), 2002",1252,728551,104294,225031,832846,953583,63771,93794,111273,1038899,1449707,349830,410807,-1195,59783,22498
573,India,22,Chhattisgarh,2003,"Financial Year (Apr - Mar), 2003",1295,848485,201921,341189,1050406,1189674,71604,99764,150095,1438712,2041254,534594,602543,90530,158478,268386
574,India,22,Chhattisgarh,2004,"Financial Year (Apr - Mar), 2004",1343,1227351,317968,376482,1545319,1603833,77910,106409,128526,1831125,2780028,870540,948903,322217,400580,381339
575,India,22,Chhattisgarh,2005,"Financial Year (Apr - Mar), 2005",1478,1579146,270432,487889,1849578,2067035,84578,112254,145197,2206936,3009941,697579,803005,299915,405341,562475
576,India,22,Chhattisgarh,2006,"Financial Year (Apr - Mar), 2006",1779,2061575,1969050,595485,4030625,2657060,105621,138921,191738,3087526,4445451,1191892,1357925,291779,457813,545610
577,India,22,Chhattisgarh,2007,"Financial Year (Apr - Mar), 2007",1854,2294829,2659198,791386,4954027,3086215,118228,155819,267033,4140593,5795018,1456960,1654425,264167,461632,652170
578,India,22,Chhattisgarh,2008,"Financial Year (Apr - Mar), 2008",1919,2818914,3083645,982867,5902559,3801782,126890,172044,309200,5769044,7640548,1661367,1871504,515543,725681,895721
579,India,22,Chhattisgarh,2009,"Financial Year (Apr - Mar), 2009",1976,3372131,3277255,1039947,6649386,4412078,116294,154518,234474,5229752,6778083,1328067,1519535,508624,728887,815612
580,India,22,Chhattisgarh,2010,"Financial Year (Apr - Mar), 2010",2358,3474615,3767631,1362780,7242246,4837395,134813,178581,350327,6408069,7954481,1286739,1546412,399210,658883,968007
581,India,22,Chhattisgarh,2011,"Financial Year (Apr - Mar), 2011",2472,5063239,3855561,1643619,8918800,6706859,138269,185985,393171,7749533,9301415,1260536,1551883,770169,1061516,1254105
582,India,22,Chhattisgarh,2012,"Financial Year (Apr - Mar), 2012",2441,6030773,4994654,1886217,11025427,7916990,137950,173076,452618,8514861,10352834,1521724,1837973,756040,1072289,1169576
583,India,22,Chhattisgarh,2013,"Financial Year (Apr - Mar), 2013",2534,6408052,5035782,1683559,11443834,8091611,131032,166236,483647,8153091,10599069,2125353,2445978,911657,1232281,1300026
584,India,22,Chhattisgarh,2014,"Financial Year (Apr - Mar), 2014",2809,7793471,7022346,1916121,14815817,9709592,142799,179324,544824,9751457,11977648,1815125,2226191,995938,1407004,1339751
585,India,22,Chhattisgarh,2015,"Financial Year (Apr - Mar), 2015",3037,8601196,5052668,1556111,13653864,10157306,137914,171906,542300,8332273,9731760,939603,1399487,793713,1253597,1093147
586,India,22,Chhattisgarh,2016,"Financial Year (Apr - Mar), 2016",3109,12513740,997278,1779409,13511018,14293149,146551,187374,577798,9159242,10866893,1138267,1707651,722160,1291546,1432718
587,India,22,Chhattisgarh,2017,"Financial Year (Apr - Mar), 2017",3352,11276704,374077,1956706,11650781,13233410,147310,185805,601571,10604081,12560528,1449542,1956447,359803,866708,1143164
588,India,22,Chhattisgarh,2018,"Financial Year (Apr - Mar), 2018",3576,11523679,1252319,2487520,12775998,14011199,170823,213167,690610,14671040,17133370,1874773,2462331,403110,990668,1539915
589,India,23,Madhya Pradesh,1991,"Financial Year (Apr - Mar), 1991",4163,995013,271714,343232,1266727,1338245,278523,400719,100472,1204553,1545588,277667,341035,79544,142913,189111
590,India,23,Madhya Pradesh,1992,"Financial Year (Apr - Mar), 1992",4037,1517478,396699,501437,1914177,2018915,313886,457856,139997,1634650,2144298,390714,509648,227524,346458,450423
591,India,23,Madhya Pradesh,1993,"Financial Year (Apr - Mar), 1993",4011,1613949,430767,532761,2044716,2146710,311250,454690,159652,1832403,2456547,537184,624144,231845,318805,395659
592,India,23,Madhya Pradesh,1994,"Financial Year (Apr - Mar), 1994",4036,2081874,552249,595833,2634123,2677707,309788,458167,182676,2135620,2878302,615838,742683,462587,589432,678076
593,India,23,Madhya Pradesh,1995,"Financial Year (Apr - Mar), 1995",4604,2513598,711776,864163,3225374,3377761,367823,528843,261824,3059194,4185280,953239,1126086,302144,474991,628779
594,India,23,Madhya Pradesh,1996,"Financial Year (Apr - Mar), 1996",4207,2414002,636138,851097,3097965,3245782,331513,474471,247488,3229415,3992619,1085083,955199,217963,378854,481929
595,India,23,Madhya Pradesh,1997,"Financial Year (Apr - Mar), 1997",4234,2144519,873372,864681,3017891,3009200,323255,466623,267605,3377367,4422747,856723,1045380,173938,362595,472843
596,India,23,Madhya Pradesh,1998,"Financial Year (Apr - Mar), 1998",3216,1751592,364286,478671,2115878,2230263,212283,301438,128602,2289332,2858558,444016,569225,120617,245826,241301
597,India,23,Madhya Pradesh,1999,"Financial Year (Apr - Mar), 1999",3269,1673054,632671,696457,2305725,2369511,195912,267685,160477,3708659,4408901,563712,700242,48950,185480,243984
598,India,23,Madhya Pradesh,2000,"Financial Year (Apr - Mar), 2000",3221,1408361,381713,564980,1790074,1973341,191131,253444,171641,2929497,3671234,620834,741737,44668,165570,191941
599,India,23,Madhya Pradesh,2001,"Financial Year (Apr - Mar), 2001",3020,1333010,404546,548092,1737556,1881102,158229,209035,141270,3086049,3822625,595683,736576,-50661,90232,74334
600,India,23,Madhya Pradesh,2002,"Financial Year (Apr - Mar), 2002",2995,1389785,273097,557340,1662882,1947125,156564,208873,145193,3143716,3805750,526046,662033,-32306,103681,138689
601,India,23,Madhya Pradesh,2003,"Financial Year (Apr - Mar), 2003",2982,1385356,377452,,1762808,2044016,160976,214140,154326,3614349,4274433,528689,660084,6846,138241,230637
602,India,23,Madhya Pradesh,2004,"Financial Year (Apr - Mar), 2004",3028,1746384,651640,698953,2398024,2445338,163843,216563,169950,4003536,4696851,555351,693315,125753,263717,294443
603,India,23,Madhya Pradesh,2005,"Financial Year (Apr - Mar), 2005",2951,1900597,492320,776287,2392917,2676885,165807,217758,180437,4096922,4954288,714211,857366,126695,269850,391789
604,India,23,Madhya Pradesh,2006,"Financial Year (Apr - Mar), 2006",3069,2128561,836231,1021730,2964792,3150291,178154,237201,216668,5160405,6434068,1112914,1273663,208761,369509,616355
605,India,23,Madhya Pradesh,2007,"Financial Year (Apr - Mar), 2007",3165,2441823,1074113,1201345,3515936,3643168,194046,255293,258187,6279077,7872158,1422273,1593981,295214,466021,729457
606,India,23,Madhya Pradesh,2008,"Financial Year (Apr - Mar), 2008",3345,2820091,905522,1216293,3725613,4036384,202428,273332,312612,7340407,9040202,1502123,1699795,292850,490523,533019
607,India,23,Madhya Pradesh,2009,"Financial Year (Apr - Mar), 2009",3523,3040541,1025536,1491454,4066077,4531995,209317,279902,368400,6922506,8693863,1535751,1580222,251495,487102,798829
608,India,23,Madhya Pradesh,2010,"Financial Year (Apr - Mar), 2010",4212,4635392,2133906,2418297,6769298,7053688,232158,310944,453081,9561815,11589804,1745095,2027989,373024,655918,1341247
609,India,23,Madhya Pradesh,2011,"Financial Year (Apr - Mar), 2011",4286,4990615,1789655,2996911,6780270,7987526,233511,314838,519901,13386551,15658407,1895071,2271855,435448,812232,1455333
610,India,23,Madhya Pradesh,2012,"Financial Year (Apr - Mar), 2012",4206,13657975,2220498,4044565,15878473,17702540,223790,302209,576720,13846193,16392982,2146115,2546789,757880,1158554,1320490
611,India,23,Madhya Pradesh,2013,"Financial Year (Apr - Mar), 2013",4047,8608707,1747843,2838536,10356550,11447244,239212,322833,662013,14648214,17208597,2124725,2560383,1149350,1585007,1759485
612,India,23,Madhya Pradesh,2014,"Financial Year (Apr - Mar), 2014",4240,9729658,1293065,2630506,11022723,12360164,256924,344031,692741,15523991,18252994,2147740,2729003,804316,1385579,1102556
613,India,23,Madhya Pradesh,2015,"Financial Year (Apr - Mar), 2015",4426,13728531,1265717,2755882,14994248,16484412,268004,358323,828029,15771276,19342364,2740594,3571088,451024,1281517,1266694
614,India,23,Madhya Pradesh,2016,"Financial Year (Apr - Mar), 2016",4494,14932012,778730,3044069,15710742,17976081,280373,372587,907865,16499661,20467293,3050925,3967632,203307,1120014,1280359
615,India,23,Madhya Pradesh,2017,"Financial Year (Apr - Mar), 2017",4533,15416401,1161398,3858564,16577799,19274964,281063,378022,1007889,20824573,25723164,3991861,4898592,425244,1331975,1781838
616,India,23,Madhya Pradesh,2018,"Financial Year (Apr - Mar), 2018",4640,15604439,895480,4034740,16499919,19639179,314728,411134,1116779,23599259,29291235,4699683,5691976,459419,1451712,1915100
617,India,24,Gujarat,1991,"Financial Year (Apr - Mar), 1991",11094,1343007,363177,622405,1706184,1965412,531412,705564,158574,2556736,3076283,409214,519547,161693,272026,342208
618,India,24,Gujarat,1992,"Financial Year (Apr - Mar), 1992",11210,1943090,658250,797225,2601340,2740315,545609,736583,229982,3164488,4142941,803839,978453,181377,355991,914953
619,India,24,Gujarat,1993,"Financial Year (Apr - Mar), 1993",11821,2395668,778681,934790,3174349,3330458,568523,770981,253938,3579187,4690402,942501,1111215,218028,386742,440725
620,India,24,Gujarat,1994,"Financial Year (Apr - Mar), 1994",12034,2791247,1195423,1066513,3986670,3857760,571533,782905,275453,4200349,5646926,1235870,1446577,337629,548335,644593
621,India,24,Gujarat,1995,"Financial Year (Apr - Mar), 1995",13770,5670845,1657794,1491941,7328639,7162786,678974,967214,414996,6355238,8480839,1762102,2125601,1117614,1481113,1706745
622,India,24,Gujarat,1996,"Financial Year (Apr - Mar), 1996",13444,5065587,1158540,1496927,6147824,6532955,618669,828721,372715,6504511,8176343,1951643,2139043,573842,957520,1120969
623,India,24,Gujarat,1997,"Financial Year (Apr - Mar), 1997",13386,6422772,1728321,1919001,8151093,8341773,655695,880530,448700,8738764,10620428,1438720,1881664,1044994,1487937,1598897
624,India,24,Gujarat,1998,"Financial Year (Apr - Mar), 1998",15455,6947655,1557338,1814272,8504993,8761927,607763,815986,411496,8967707,11319078,1889641,2351371,756985,1218714,1255330
625,India,24,Gujarat,1999,"Financial Year (Apr - Mar), 1999",14710,6660127,1487109,1920285,8147236,8580412,613409,822884,494854,9316783,11855116,1927579,2538333,399305,1010059,1196476
626,India,24,Gujarat,2000,"Financial Year (Apr - Mar), 2000",14090,7208835,1532832,2091306,8741667,9300141,553704,752013,484950,10498521,12797728,1685586,2299206,-74801,538820,730236
627,India,24,Gujarat,2001,"Financial Year (Apr - Mar), 2001",13950,8707855,1642403,2398146,10350258,11106001,521529,712804,495901,12295839,14755010,1688617,2459172,2101512,2872066,3204294
628,India,24,Gujarat,2002,"Financial Year (Apr - Mar), 2002",13180,8235801,1758002,2720352,9993803,10956153,528217,717055,528458,15156490,18269979,2288943,3113488,-184508,640038,958004
629,India,24,Gujarat,2003,"Financial Year (Apr - Mar), 2003",12795,8578858,1867760,2923863,10446618,11502721,538080,729310,581477,17041204,20733426,2886545,3692222,-58993,746684,938212
630,India,24,Gujarat,2004,"Financial Year (Apr - Mar), 2004",13603,8711140,2190887,3616379,10902027,12327519,606847,808618,674221,21612458,26074860,3601558,4462402,-2506,858338,1402195
631,India,24,Gujarat,2005,"Financial Year (Apr - Mar), 2005",14055,11953996,2826196,4443191,14780192,16397187,669324,887511,762654,25026665,30795504,4787158,5768839,1566600,2548282,3306426
632,India,24,Gujarat,2006,"Financial Year (Apr - Mar), 2006",14327,13162362,3660171,5350884,16822533,18513245,749597,983922,926774,31200037,37258066,4795240,6058029,708202,1970990,2659141
633,India,24,Gujarat,2007,"Financial Year (Apr - Mar), 2007",15107,14540034,5112064,6415802,19652098,20955836,797443,1045475,1104079,37301776,44824316,6210755,7522540,1016332,2328118,3531554
634,India,24,Gujarat,2008,"Financial Year (Apr - Mar), 2008",14863,17236698,5668657,7454433,22905355,24691131,871459,1125543,1303885,43332420,50808787,6041722,7476367,1700459,3135104,4035335
753,India,30,Goa,2015,"Financial Year (Apr - Mar), 2015",654,936353,795476,573317,1731829,1509670,49358,71193,240950,3355822,4973560,1518226,1617738,65357,164869,129587
635,India,24,Gujarat,2009,"Financial Year (Apr - Mar), 2009",15576,24038135,5895566,10242900,29933701,34281035,890600,1159239,1558915,53438782,64265756,9002801,10511575,2033847,3858020,6426290
636,India,24,Gujarat,2010,"Financial Year (Apr - Mar), 2010",21282,27196584,7920669,12763977,35117253,39960561,992050,1295334,1947460,69716108,80678350,8944778,10962242,2464836,4482300,6798395
637,India,24,Gujarat,2011,"Financial Year (Apr - Mar), 2011",22220,31274639,7737654,14430198,39012293,45704837,1059789,1383773,2316184,88792599,99841317,8769124,11048718,2929781,5209375,7520567
638,India,24,Gujarat,2012,"Financial Year (Apr - Mar), 2012",22587,32612528,9499374,16234783,42111902,48847310,1046462,1363628,2490522,96954347,111639522,11887604,14685175,2549787,5347358,7205634
639,India,24,Gujarat,2013,"Financial Year (Apr - Mar), 2013",22876,38265385,8552409,16547853,46817794,54813239,1049725,1372669,2773399,107510149,123064181,12842005,15554032,4709374,7421402,7718121
640,India,24,Gujarat,2014,"Financial Year (Apr - Mar), 2014",23433,43770158,6325276,16885736,50095434,60655894,1103204,1462206,3361155,107367379,127012504,16966808,19645125,7286599,9964916,8997896
641,India,24,Gujarat,2015,"Financial Year (Apr - Mar), 2015",24426,53029669,5550185,15663667,58579854,68693337,1191406,1563868,3907788,94308361,115403988,18000465,21095627,5345197,8440358,7966166
642,India,24,Gujarat,2016,"Financial Year (Apr - Mar), 2016",25966,63304138,2662562,18149946,65966700,81454084,1246650,1634566,4321111,102299006,122220075,16543326,19921069,5930701,9308444,11581192
643,India,24,Gujarat,2017,"Financial Year (Apr - Mar), 2017",26586,67266206,4628200,19047793,71894406,86313999,1403204,1826748,5085110,113920424,135997115,18304059,22076691,2300135,6072768,7946587
644,India,24,Gujarat,2018,"Financial Year (Apr - Mar), 2018",26842,70969627,7916675,21415721,78886302,92385348,1489877,1945254,5736290,139068931,161930548,18762157,22861618,2634278,6733738,8895514
645,India,27,Maharashtra,1991,"Financial Year (Apr - Mar), 1991",15264,2468571,775443,1371185,3244014,3839756,865737,1208261,460506,4623576,5912986,1086497,1289410,326188,529101,655746
646,India,27,Maharashtra,1992,"Financial Year (Apr - Mar), 1992",16556,3193882,1307471,1824157,4501353,5018039,926555,1299085,588630,5908628,7807251,1620966,1898624,495878,773536,1068815
647,India,27,Maharashtra,1993,"Financial Year (Apr - Mar), 1993",18710,3895197,3011813,1970096,6907010,5865293,943399,1346347,650361,6787986,9223323,2160386,2435336,544724,819674,931611
648,India,27,Maharashtra,1994,"Financial Year (Apr - Mar), 1994",17763,4340855,1724995,2342816,6065850,6683671,943650,1331871,757705,8153536,10942828,2388133,2789292,536979,938138,1354557
649,India,27,Maharashtra,1995,"Financial Year (Apr - Mar), 1995",20536,5844848,2374855,3123690,8219703,8968538,1071327,1600282,1003049,11127421,14893747,3297488,3766326,871223,1340061,1798799
650,India,27,Maharashtra,1996,"Financial Year (Apr - Mar), 1996",20256,7092333,7825085,3122042,9390560,10065901,1002237,1422177,979099,11503562,14353064,3463067,3611931,1382390,1960074,2229239
651,India,27,Maharashtra,1997,"Financial Year (Apr - Mar), 1997",20542,7628141,3407076,3073519,11035217,10701660,1041091,1476344,1099721,13323743,17329894,3379213,4006150,621599,1248536,1261150
652,India,27,Maharashtra,1998,"Financial Year (Apr - Mar), 1998",19390,5683728,2086871,2934780,7770599,8618508,813900,1393687,958488,12486077,16115975,3130018,3629897,379241,879121,959324
653,India,27,Maharashtra,1999,"Financial Year (Apr - Mar), 1999",19009,7041232,1931380,3427892,8972612,10469124,854348,1217260,1026165,14031397,18133252,3458772,4101855,297714,940797,1385763
654,India,27,Maharashtra,2000,"Financial Year (Apr - Mar), 2000",18527,6753151,1778136,3609968,8531287,10363119,817305,1172799,1061889,14728482,18497147,3126098,3768665,212029,854595,1231978
655,India,27,Maharashtra,2001,"Financial Year (Apr - Mar), 2001",17853,6897503,1518379,3610768,8415882,10508271,816502,1162542,1071686,14510952,18122281,2939166,3611329,41107,713270,633520
656,India,27,Maharashtra,2002,"Financial Year (Apr - Mar), 2002",17570,7697089,1340825,4194175,9037914,11891264,829305,1170461,1128246,17548961,21759551,3491887,4210590,66163,784866,1301251
657,India,27,Maharashtra,2003,"Financial Year (Apr - Mar), 2003",17474,8347229,1822206,4054701,10169435,12401930,773976,1114070,1176021,18878938,23829332,4190975,4953558,593337,1352757,1478573
658,India,27,Maharashtra,2004,"Financial Year (Apr - Mar), 2004",18912,9616976,2421230,4751606,12038206,14368582,814599,1162346,1324201,29848805,35887957,5130921,6039152,462632,1370863,1817705
659,India,27,Maharashtra,2005,"Financial Year (Apr - Mar), 2005",18711,10197038,2952229,5573384,13149267,15770422,879248,1245096,1513320,28952654,37358862,7435401,8406207,917810,1888617,2880531
660,India,27,Maharashtra,2006,"Financial Year (Apr - Mar), 2006",18612,12149123,4358658,7063891,16507781,19213013,1005380,1402698,1849990,36986119,47665711,9537109,10679592,1368127,2510611,3603922
661,India,27,Maharashtra,2007,"Financial Year (Apr - Mar), 2007",18304,13729202,4693480,7747548,18422682,21476750,953097,1354827,2054112,39734657,51993933,11053762,12259276,1526927,2732440,4033309
662,India,27,Maharashtra,2008,"Financial Year (Apr - Mar), 2008",20450,17901787,4927641,8207680,22829428,26109467,1034201,1491931,2588401,47256822,60017352,11287800,12760530,2174678,3647409,3711185
663,India,27,Maharashtra,2009,"Financial Year (Apr - Mar), 2009",19457,19727392,6346712,9582518,26074104,29309909,1062524,1514069,2810052,48906614,62404918,11787242,13125767,1313392,3024453,4515856
664,India,27,Maharashtra,2010,"Financial Year (Apr - Mar), 2010",27892,23261161,6710285,12212564,29971446,35473725,1203023,1698122,3514289,61689519,78536268,14969569,16846750,1759599,3636780,6559793
665,India,27,Maharashtra,2011,"Financial Year (Apr - Mar), 2011",28215,26096562,8693165,15141240,34789727,41237802,1320995,1880606,4347549,82615593,100537793,15676558,17922200,2410131,4655774,6215589
666,India,27,Maharashtra,2012,"Financial Year (Apr - Mar), 2012",28949,34492959,10169203,15230313,44662162,49723272,1233341,1784909,4668567,81945368,102203201,17872932,20257833,3268165,5653066,6320435
667,India,27,Maharashtra,2013,"Financial Year (Apr - Mar), 2013",29123,32636160,12041839,16080503,44677999,48716663,1328688,1886025,5339045,83739649,106597134,20051648,22857485,2804108,5609945,6647883
668,India,27,Maharashtra,2014,"Financial Year (Apr - Mar), 2014",28601,33714366,10997066,16083653,44711432,49798019,1305350,1883675,6005457,88054248,111961821,20883081,23907573,2495438,5519930,6221659
669,India,27,Maharashtra,2015,"Financial Year (Apr - Mar), 2015",28210,34617490,23233358,18455255,57850848,53072745,1371245,1970456,6605669,91954097,116801652,21725857,24847555,1342632,4464331,5728189
670,India,27,Maharashtra,2016,"Financial Year (Apr - Mar), 2016",27010,33798216,20255727,16482040,54053943,50280256,1365361,1926154,6608311,83281871,107497036,20880019,24215165,825986,4161132,4683305
671,India,27,Maharashtra,2017,"Financial Year (Apr - Mar), 2017",26393,35844136,11715241,17880963,47559377,53725099,1414565,2007794,7534324,94108687,119971795,22372401,25863108,1314811,4805518,6644687
672,India,27,Maharashtra,2018,"Financial Year (Apr - Mar), 2018",25972,42383056,13578802,20054541,55961858,62437597,1473792,2035306,7962167,109817639,133055982,19621798,23238343,2205815,5822360,8147601
673,India,28,Andhra Pradesh,1991,"Financial Year (Apr - Mar), 1991",9362.00301300140574499032,1004393.10311159709493305240,127977.85436054814204471616,293594.21983265772079761310,1132370.95747214523697776856,1297987.32294425481573066550,420593.20210256521999270906,504823.09397385885920853106,78606.35963320601795878236,915613.50754715814446049268,1168571.05414632216018117810,186708.42134612927474135998,252958.13275011649514754148,84412.18481751474096805666,150661.89622150196137423816,177018.17379973938995697606
674,India,28,Andhra Pradesh,1992,"Financial Year (Apr - Mar), 1992",10241.22944172054602908032,1170287.30413518192201572178,382233.72531945408825157448,346021.31947527509708418768,1552521.02945463601026729626,1516308.62361045701909990946,460013.61210966411434331224,571421.56519457133859406826,105882.89420683614670553446,1146828.95686600277980934452,1472808.01682314883440427262,251932.95473422997757629254,325979.64610809853402178416,57122.16877197758540361518,131168.86014584614184910680,231439.94513364425583472282
675,India,28,Andhra Pradesh,1993,"Financial Year (Apr - Mar), 1993",8925.32055340423273722562,1303853.52167666891970611398,128469.04885872590175009444,380424.86348010257697377332,1432322.57053539482145620842,1684278.38515677149667988730,423173.43859537965701308518,518437.03599614602736738062,112962.42541088266427302714,1303293.16136609858763172062,1663229.70445323527827877270,287754.39789310519103068732,359936.54308713669064705208,88412.66506818682926066616,160594.81026221832887703092,168915.22303266379309880262
676,India,28,Andhra Pradesh,1994,"Financial Year (Apr - Mar), 1994",9739.48422639815664029296,1463277.20233583335372473702,154699.30398218025355877944,499695.44544156883307171818,1617976.50631801360728351646,1962972.64777740218679645520,521455.71340141507567608962,627628.16617877605924851772,154099.67155779379988503006,1666976.38134148377474270822,2205038.92352854597210468976,445984.67521302151197037220,538062.54218706219736198154,132194.03816173265942035574,224271.90513577334481196508,325855.96825712537495515550
677,India,28,Andhra Pradesh,1995,"Financial Year (Apr - Mar), 1995",10843.79262086939683711000,1428177.89715041279415700816,395431.50016548086334262144,587993.81107402217409545264,1823609.39731589365749962960,2016171.70822443496825246080,593199.41768299196400412150,706845.29510446563999131460,199202.81504918073760513494,2021749.52068822919421472776,2712654.44064001682085549066,574850.54826657598570201926,690904.91995178762664076290,-84954.37444855821080991216,31099.99723665343012883148,127019.49755324427913505806
678,India,28,Andhra Pradesh,1996,"Financial Year (Apr - Mar), 1996",10718.35631703879948991316,1465749.58705339157620359810,334628.88956288495670980552,561113.51454426813790339710,1854045.87167434037642740116,2029615.08031955062319619690,500971.49606511654533736080,595662.42398531051565328562,182842.75581452745462564428,2138715.35710454634391464470,2605051.77953860603575427616,617914.47259428699738989140,587062.41721053236482117330,184221.38285475906659109740,283358.85190046196903709338,324261.05151542885447981624
679,India,28,Andhra Pradesh,1997,"Financial Year (Apr - Mar), 1997",10996.19186851404781968560,1857137.23179771687366626160,377542.75924676123512252630,633850.74469029765475245068,2234679.99104447810878878790,2490987.97648801452841871228,602688.02930172892595002078,708571.50965951755208241130,209910.62064907490741163902,2495578.12459688092012851814,3326541.47003981767631739380,678726.46161212257485240428,830963.34544293675618887566,63259.16924443718458656338,215496.05307525136592303476,245425.50685980338062031442
680,India,28,Andhra Pradesh,1998,"Financial Year (Apr - Mar), 1998",7886.66106561068834828730,1512566.04977887587862396636,250392.55003111404379856686,573058.09865389389837618778,1762958.59980998992242253322,2085624.14843276977700015414,416211.13758182902481680450,507733.33345291921354886896,167204.83455332882553281954,2301544.57479761624796697634,2882656.38753857747134542852,468806.46254780799661106830,581112.98504286618223216430,52846.78372459264591551354,165152.13391774587268289742,157937.78799462908693851094
681,India,28,Andhra Pradesh,1999,"Financial Year (Apr - Mar), 1999",7716.67728939165456002990,1589663.07070944737242839422,294546.71513043678943871060,678149.10292393033939918518,1884209.78583988416186710482,2267812.17363337771182757940,451642.20420635293998506332,533606.03649536111497535736,197648.34272320529758286382,2773706.75154836896332898814,3428630.20913125449298365188,534007.54989780952237175846,654922.87143193305022780768,56654.42031189900277247930,177569.74184602253062852852,242609.05153313973457694612
682,India,28,Andhra Pradesh,2000,"Financial Year (Apr - Mar), 2000",8223.11171233387936366574,1543797.34482888470036855528,343884.21310253510676699292,749289.65787540589749233132,1887681.55793141980713554820,2293087.00270429059786088660,447756.02339141433992938552,531671.15220122652692350330,213278.64402202169412655978,2946570.87354788665515706698,3595861.42047744489272499412,520424.08772505128440942402,649290.54692955823756792714,-5535.60959521570722863064,123330.26345833876650301642,202288.31366303244057543478
683,India,28,Andhra Pradesh,2001,"Financial Year (Apr - Mar), 2001",8346.20341235455900343834,1762701.27954185145403272288,386499.14580064687748312310,726715.81239351821041174860,2149200.42534249833151584598,2489417.09193536966444447148,440202.88221776444546219636,526195.91615411620066104684,218657.16516197291495776634,2991556.20069782522807910380,3746648.75300277745144642912,605816.31693511162708081300,755092.55230495222336732532,14755.76407771709167445444,164031.99944755768796096676,148600.40332163181712147514
684,India,28,Andhra Pradesh,2002,"Financial Year (Apr - Mar), 2002",8578.31918953641203843810,1879308.97772620367392358716,435303.24640598891637239082,838723.39790281188833625400,2314612.22413219259029597798,2718032.37562901556225984116,506916.23902516289251152132,590525.39703778081868677578,247859.20561449796092667554,3986276.64079160682103345408,4823226.34591221596370327052,669657.53407536088253544396,836950.29127156162209667250,9029.65542294557071760430,176321.82646819383085197678,274880.76452379953899104154
685,India,28,Andhra Pradesh,2003,"Financial Year (Apr - Mar), 2003",8676.20639860047632340012,2005579.37436217924553660054,432505.54790980461198841644,820081.45301015619660612176,2438084.92227198385752501698,2825660.82737233544214272230,423617.15486640658314312260,506500.07184890249944371872,236297.37807684126619089204,3868819.60987711191162815886,4842097.47582729111133412222,783992.72501695036450536362,972891.00632154277798096376,36183.09829655501982458380,225468.23922978385502518354,248390.84452839680108512196
686,India,28,Andhra Pradesh,2004,"Financial Year (Apr - Mar), 2004",9127.54263200963500256632,2067177.39180728973441308988,542715.99459879636717224188,980862.65927526298322337976,2609893.38640608610158533176,3048040.05108255271763646964,459549.96670625288770016878,547156.08806382802560689638,268182.23143886464887998786,4848302.46981023832403237338,6001277.21941298789442750700,934193.90658980349637073862,1152974.74960274957039513362,39319.59204327243293136086,258101.02120717098638261192,401178.71025454164366628974
