srcStateName,srcYear,Country,StateCode,StateName,TotalPopulation,TotalPopulationUrban,TotalPopulationRural,TotalPopulationMale,TotalPopulationMaleUrban,TotalPopulationMaleRural,TotalPopulationFemale,TotalPopulationFemaleUrban,TotalPopulationFemaleRural,NumberOfHouseholds,NumberOfHouseholdsUrban,NumberOfHouseholdsRural,LandAreaUrban,LandAreaRural,YearCode,LandArea,Year,LandAreaMappingError%,LandAreaUrbanMappingError%,LandAreaRuralMappingError%,TotalPopulationMappingError%,TotalPopulationUrbanMappingError%,TotalPopulationRuralMappingError%,TotalPopulationMaleMappingError%,TotalPopulationMaleUrbanMappingError%,TotalPopulationMaleRuralMappingError%,TotalPopulationFeMaleMappingError%,TotalPopulationFeMaleUrbanMappingError%,TotalPopulationFeMaleRuralMappingError%,NumberOfHouseholdsMappingError%,NumberOfHouseholdsUrbanMappingError%,NumberOfHouseholdsRuralMappingError%,NumberOfChildren,NumberOfParents,WeighingRatio_TotalPopulation,WeighingRatio_Percentage_TotalPopulation,WeighingRatio_TotalPopulationUrban,WeighingRatio_Percentage_TotalPopulationUrban,WeighingRatio_TotalPopulationRural,WeighingRatio_Percentage_TotalPopulationRural,WeighingRatio_TotalPopulationMale,WeighingRatio_Percentage_TotalPopulationMale,WeighingRatio_TotalPopulationMaleUrban,WeighingRatio_Percentage_TotalPopulationMaleUrban,WeighingRatio_TotalPopulationMaleRural,WeighingRatio_Percentage_TotalPopulationMaleRural,WeighingRatio_TotalPopulationFemale,WeighingRatio_Percentage_TotalPopulationFemale,WeighingRatio_TotalPopulationFemaleUrban,WeighingRatio_Percentage_TotalPopulationFemaleUrban,WeighingRatio_TotalPopulationFemaleRural,WeighingRatio_Percentage_TotalPopulationFemaleRural,WeighingRatio_NumberOfHouseholds,WeighingRatio_Percentage_NumberOfHouseholds,WeighingRatio_NumberOfHouseholdsUrban,WeighingRatio_Percentage_NumberOfHouseholdsUrban,WeighingRatio_NumberOfHouseholdsRural,WeighingRatio_Percentage_NumberOfHouseholdsRural,WeighingRatio_LandAreaUrban,WeighingRatio_Percentage_LandAreaUrban,WeighingRatio_LandAreaRural,WeighingRatio_Percentage_LandAreaRural,WeighingRatio_LandArea,WeighingRatio_Percentage_LandArea
Haryana,2012,India,6,HARYANA,25351462,8842103,16509359,13494734,4720728,8774006,11856728,4121375,7735353,4857524,1813768,3043756,197608,4.19564e+06,2012,4393243,"Financial Year (Apr - Mar), 2012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Haryana,2013,India,6,HARYANA,25351462,8842103,16509359,13494734,4720728,8774006,11856728,4121375,7735353,4857524,1813768,3043756,197608,4.19564e+06,2013,4393243,"Financial Year (Apr - Mar), 2013",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Haryana,2014,India,6,HARYANA,25351462,8842103,16509359,13494734,4720728,8774006,11856728,4121375,7735353,4857524,1813768,3043756,197608,4.19564e+06,2014,4393243,"Financial Year (Apr - Mar), 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Haryana,2015,India,6,HARYANA,25351462,8842103,16509359,13494734,4720728,8774006,11856728,4121375,7735353,4857524,1813768,3043756,197608,4.19564e+06,2015,4393243,"Financial Year (Apr - Mar), 2015",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Haryana,2016,India,6,HARYANA,25351462,8842103,16509359,13494734,4720728,8774006,11856728,4121375,7735353,4857524,1813768,3043756,197608,4.19564e+06,2016,4393243,"Financial Year (Apr - Mar), 2016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Haryana,2017,India,6,HARYANA,25351462,8842103,16509359,13494734,4720728,8774006,11856728,4121375,7735353,4857524,1813768,3043756,197608,4.19564e+06,2017,4393243,"Financial Year (Apr - Mar), 2017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Haryana,2018,India,6,HARYANA,25351462,8842103,16509359,13494734,4720728,8774006,11856728,4121375,7735353,4857524,1813768,3043756,197608,4.19564e+06,2018,4393243,"Financial Year (Apr - Mar), 2018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Haryana,2019,India,6,HARYANA,25351462,8842103,16509359,13494734,4720728,8774006,11856728,4121375,7735353,4857524,1813768,3043756,197608,4.19564e+06,2019,4393243,"Financial Year (Apr - Mar), 2019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Haryana,2020,India,6,HARYANA,25351462,8842103,16509359,13494734,4720728,8774006,11856728,4121375,7735353,4857524,1813768,3043756,197608,4.19564e+06,2020,4393243,"Financial Year (Apr - Mar), 2020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Haryana,2021,India,6,HARYANA,25351462,8842103,16509359,13494734,4720728,8774006,11856728,4121375,7735353,4857524,1813768,3043756,197608,4.19564e+06,2021,4393243,"Financial Year (Apr - Mar), 2021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NCT Delhi,2011,India,7,DELHI,16787941,16368899,419042,8987326,8761005,226321,7800615,7607894,192721,3435999,3356425,79574,115407,35620.1,2011,151027.1015625,"Financial Year (Apr - Mar), 2011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NCT Delhi,2012,India,7,DELHI,16787941,16368899,419042,8987326,8761005,226321,7800615,7607894,192721,3435999,3356425,79574,115407,35620.1,2012,151027.1015625,"Financial Year (Apr - Mar), 2012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NCT Delhi,2013,India,7,DELHI,16787941,16368899,419042,8987326,8761005,226321,7800615,7607894,192721,3435999,3356425,79574,115407,35620.1,2013,151027.1015625,"Financial Year (Apr - Mar), 2013",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NCT Delhi,2014,India,7,DELHI,16787941,16368899,419042,8987326,8761005,226321,7800615,7607894,192721,3435999,3356425,79574,115407,35620.1,2014,151027.1015625,"Financial Year (Apr - Mar), 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NCT Delhi,2015,India,7,DELHI,16787941,16368899,419042,8987326,8761005,226321,7800615,7607894,192721,3435999,3356425,79574,115407,35620.1,2015,151027.1015625,"Financial Year (Apr - Mar), 2015",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NCT Delhi,2016,India,7,DELHI,16787941,16368899,419042,8987326,8761005,226321,7800615,7607894,192721,3435999,3356425,79574,115407,35620.1,2016,151027.1015625,"Financial Year (Apr - Mar), 2016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NCT Delhi,2017,India,7,DELHI,16787941,16368899,419042,8987326,8761005,226321,7800615,7607894,192721,3435999,3356425,79574,115407,35620.1,2017,151027.1015625,"Financial Year (Apr - Mar), 2017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NCT Delhi,2018,India,7,DELHI,16787941,16368899,419042,8987326,8761005,226321,7800615,7607894,192721,3435999,3356425,79574,115407,35620.1,2018,151027.1015625,"Financial Year (Apr - Mar), 2018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NCT Delhi,2019,India,7,DELHI,16787941,16368899,419042,8987326,8761005,226321,7800615,7607894,192721,3435999,3356425,79574,115407,35620.1,2019,151027.1015625,"Financial Year (Apr - Mar), 2019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NCT Delhi,2020,India,7,DELHI,16787941,16368899,419042,8987326,8761005,226321,7800615,7607894,192721,3435999,3356425,79574,115407,35620.1,2020,151027.1015625,"Financial Year (Apr - Mar), 2020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NCT Delhi,2021,India,7,DELHI,16787941,16368899,419042,8987326,8761005,226321,7800615,7607894,192721,3435999,3356425,79574,115407,35620.1,2021,151027.1015625,"Financial Year (Apr - Mar), 2021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Rajasthan,2011,India,8,RAJASTHAN,68548437,17048085,51500352,35550997,8909250,26641747,32997440,8138835,24858605,12711146,3216243,9494903,665817,3.31262e+07,2011,33792067,"Financial Year (Apr - Mar), 2011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Rajasthan,2012,India,8,RAJASTHAN,68548437,17048085,51500352,35550997,8909250,26641747,32997440,8138835,24858605,12711146,3216243,9494903,665817,3.31262e+07,2012,33792067,"Financial Year (Apr - Mar), 2012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Rajasthan,2013,India,8,RAJASTHAN,68548437,17048085,51500352,35550997,8909250,26641747,32997440,8138835,24858605,12711146,3216243,9494903,665817,3.31262e+07,2013,33792067,"Financial Year (Apr - Mar), 2013",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Rajasthan,2014,India,8,RAJASTHAN,68548437,17048085,51500352,35550997,8909250,26641747,32997440,8138835,24858605,12711146,3216243,9494903,665817,3.31262e+07,2014,33792067,"Financial Year (Apr - Mar), 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Rajasthan,2015,India,8,RAJASTHAN,68548437,17048085,51500352,35550997,8909250,26641747,32997440,8138835,24858605,12711146,3216243,9494903,665817,3.31262e+07,2015,33792067,"Financial Year (Apr - Mar), 2015",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Rajasthan,2016,India,8,RAJASTHAN,68548437,17048085,51500352,35550997,8909250,26641747,32997440,8138835,24858605,12711146,3216243,9494903,665817,3.31262e+07,2016,33792067,"Financial Year (Apr - Mar), 2016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Rajasthan,2017,India,8,RAJASTHAN,68548437,17048085,51500352,35550997,8909250,26641747,32997440,8138835,24858605,12711146,3216243,9494903,665817,3.31262e+07,2017,33792067,"Financial Year (Apr - Mar), 2017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Rajasthan,2018,India,8,RAJASTHAN,68548437,17048085,51500352,35550997,8909250,26641747,32997440,8138835,24858605,12711146,3216243,9494903,665817,3.31262e+07,2018,33792067,"Financial Year (Apr - Mar), 2018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Rajasthan,2019,India,8,RAJASTHAN,68548437,17048085,51500352,35550997,8909250,26641747,32997440,8138835,24858605,12711146,3216243,9494903,665817,3.31262e+07,2019,33792067,"Financial Year (Apr - Mar), 2019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Rajasthan,2020,India,8,RAJASTHAN,68548437,17048085,51500352,35550997,8909250,26641747,32997440,8138835,24858605,12711146,3216243,9494903,665817,3.31262e+07,2020,33792067,"Financial Year (Apr - Mar), 2020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Rajasthan,2021,India,8,RAJASTHAN,68548437,17048085,51500352,35550997,8909250,26641747,32997440,8138835,24858605,12711146,3216243,9494903,665817,3.31262e+07,2021,33792067,"Financial Year (Apr - Mar), 2021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttar Pradesh,2011,India,9,UTTAR PRADESH,199812341,44495063,155317278,104480510,23487515,80992995,95331831,21007548,74324283,33448035,7762093,25685942,780110.507,2.31814e+07,2011,23961510.507,"Financial Year (Apr - Mar), 2011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttar Pradesh,2012,India,9,UTTAR PRADESH,199812341,44495063,155317278,104480510,23487515,80992995,95331831,21007548,74324283,33448035,7762093,25685942,780110.507,2.31814e+07,2012,23961510.507,"Financial Year (Apr - Mar), 2012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttar Pradesh,2013,India,9,UTTAR PRADESH,199812341,44495063,155317278,104480510,23487515,80992995,95331831,21007548,74324283,33448035,7762093,25685942,780110.507,2.31814e+07,2013,23961510.507,"Financial Year (Apr - Mar), 2013",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttar Pradesh,2014,India,9,UTTAR PRADESH,199812341,44495063,155317278,104480510,23487515,80992995,95331831,21007548,74324283,33448035,7762093,25685942,780110.507,2.31814e+07,2014,23961510.507,"Financial Year (Apr - Mar), 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttar Pradesh,2015,India,9,UTTAR PRADESH,199812341,44495063,155317278,104480510,23487515,80992995,95331831,21007548,74324283,33448035,7762093,25685942,780110.507,2.31814e+07,2015,23961510.507,"Financial Year (Apr - Mar), 2015",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttar Pradesh,2016,India,9,UTTAR PRADESH,199812341,44495063,155317278,104480510,23487515,80992995,95331831,21007548,74324283,33448035,7762093,25685942,780110.507,2.31814e+07,2016,23961510.507,"Financial Year (Apr - Mar), 2016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttar Pradesh,2017,India,9,UTTAR PRADESH,199812341,44495063,155317278,104480510,23487515,80992995,95331831,21007548,74324283,33448035,7762093,25685942,780110.507,2.31814e+07,2017,23961510.507,"Financial Year (Apr - Mar), 2017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttar Pradesh,2018,India,9,UTTAR PRADESH,199812341,44495063,155317278,104480510,23487515,80992995,95331831,21007548,74324283,33448035,7762093,25685942,780110.507,2.31814e+07,2018,23961510.507,"Financial Year (Apr - Mar), 2018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttar Pradesh,2019,India,9,UTTAR PRADESH,199812341,44495063,155317278,104480510,23487515,80992995,95331831,21007548,74324283,33448035,7762093,25685942,780110.507,2.31814e+07,2019,23961510.507,"Financial Year (Apr - Mar), 2019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttar Pradesh,2020,India,9,UTTAR PRADESH,199812341,44495063,155317278,104480510,23487515,80992995,95331831,21007548,74324283,33448035,7762093,25685942,780110.507,2.31814e+07,2020,23961510.507,"Financial Year (Apr - Mar), 2020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttar Pradesh,2021,India,9,UTTAR PRADESH,199812341,44495063,155317278,104480510,23487515,80992995,95331831,21007548,74324283,33448035,7762093,25685942,780110.507,2.31814e+07,2021,23961510.507,"Financial Year (Apr - Mar), 2021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Bihar,2011,India,10,BIHAR,104099452,11758016,92341436,54278157,6204307,48073850,49821295,5553709,44267586,18913565,2050625,16862940,232472,9.06661e+06,2011,9299085,"Financial Year (Apr - Mar), 2011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Bihar,2012,India,10,BIHAR,104099452,11758016,92341436,54278157,6204307,48073850,49821295,5553709,44267586,18913565,2050625,16862940,232472,9.06661e+06,2012,9299085,"Financial Year (Apr - Mar), 2012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Bihar,2013,India,10,BIHAR,104099452,11758016,92341436,54278157,6204307,48073850,49821295,5553709,44267586,18913565,2050625,16862940,232472,9.06661e+06,2013,9299085,"Financial Year (Apr - Mar), 2013",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Bihar,2014,India,10,BIHAR,104099452,11758016,92341436,54278157,6204307,48073850,49821295,5553709,44267586,18913565,2050625,16862940,232472,9.06661e+06,2014,9299085,"Financial Year (Apr - Mar), 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Bihar,2015,India,10,BIHAR,104099452,11758016,92341436,54278157,6204307,48073850,49821295,5553709,44267586,18913565,2050625,16862940,232472,9.06661e+06,2015,9299085,"Financial Year (Apr - Mar), 2015",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Bihar,2016,India,10,BIHAR,104099452,11758016,92341436,54278157,6204307,48073850,49821295,5553709,44267586,18913565,2050625,16862940,232472,9.06661e+06,2016,9299085,"Financial Year (Apr - Mar), 2016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Bihar,2017,India,10,BIHAR,104099452,11758016,92341436,54278157,6204307,48073850,49821295,5553709,44267586,18913565,2050625,16862940,232472,9.06661e+06,2017,9299085,"Financial Year (Apr - Mar), 2017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Bihar,2018,India,10,BIHAR,104099452,11758016,92341436,54278157,6204307,48073850,49821295,5553709,44267586,18913565,2050625,16862940,232472,9.06661e+06,2018,9299085,"Financial Year (Apr - Mar), 2018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Bihar,2019,India,10,BIHAR,104099452,11758016,92341436,54278157,6204307,48073850,49821295,5553709,44267586,18913565,2050625,16862940,232472,9.06661e+06,2019,9299085,"Financial Year (Apr - Mar), 2019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Bihar,2020,India,10,BIHAR,104099452,11758016,92341436,54278157,6204307,48073850,49821295,5553709,44267586,18913565,2050625,16862940,232472,9.06661e+06,2020,9299085,"Financial Year (Apr - Mar), 2020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Bihar,2021,India,10,BIHAR,104099452,11758016,92341436,54278157,6204307,48073850,49821295,5553709,44267586,18913565,2050625,16862940,232472,9.06661e+06,2021,9299085,"Financial Year (Apr - Mar), 2021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sikkim,2011,India,11,SIKKIM,610577,153578,456999,323070,80273,242797,287507,73305,214202,129006,35718,93288,3824.1,649873,2011,653697.35,"Financial Year (Apr - Mar), 2011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sikkim,2012,India,11,SIKKIM,610577,153578,456999,323070,80273,242797,287507,73305,214202,129006,35718,93288,3824.1,649873,2012,653697.35,"Financial Year (Apr - Mar), 2012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sikkim,2013,India,11,SIKKIM,610577,153578,456999,323070,80273,242797,287507,73305,214202,129006,35718,93288,3824.1,649873,2013,653697.35,"Financial Year (Apr - Mar), 2013",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sikkim,2014,India,11,SIKKIM,610577,153578,456999,323070,80273,242797,287507,73305,214202,129006,35718,93288,3824.1,649873,2014,653697.35,"Financial Year (Apr - Mar), 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sikkim,2015,India,11,SIKKIM,610577,153578,456999,323070,80273,242797,287507,73305,214202,129006,35718,93288,3824.1,649873,2015,653697.35,"Financial Year (Apr - Mar), 2015",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sikkim,2016,India,11,SIKKIM,610577,153578,456999,323070,80273,242797,287507,73305,214202,129006,35718,93288,3824.1,649873,2016,653697.35,"Financial Year (Apr - Mar), 2016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sikkim,2017,India,11,SIKKIM,610577,153578,456999,323070,80273,242797,287507,73305,214202,129006,35718,93288,3824.1,649873,2017,653697.35,"Financial Year (Apr - Mar), 2017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sikkim,2018,India,11,SIKKIM,610577,153578,456999,323070,80273,242797,287507,73305,214202,129006,35718,93288,3824.1,649873,2018,653697.35,"Financial Year (Apr - Mar), 2018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sikkim,2019,India,11,SIKKIM,610577,153578,456999,323070,80273,242797,287507,73305,214202,129006,35718,93288,3824.1,649873,2019,653697.35,"Financial Year (Apr - Mar), 2019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sikkim,2020,India,11,SIKKIM,610577,153578,456999,323070,80273,242797,287507,73305,214202,129006,35718,93288,3824.1,649873,2020,653697.35,"Financial Year (Apr - Mar), 2020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sikkim,2021,India,11,SIKKIM,610577,153578,456999,323070,80273,242797,287507,73305,214202,129006,35718,93288,3824.1,649873,2021,653697.35,"Financial Year (Apr - Mar), 2021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
