ROWID,Country,State lgd code,State,YearCode,Year,Infant mortality rate-per 1000 live births
366,India,17,Meghalaya,2012,"Calendar Year (Jan - Dec), 2012",49
367,India,17,Meghalaya,2013,"Calendar Year (Jan - Dec), 2013",47
368,India,17,Meghalaya,2014,"Calendar Year (Jan - Dec), 2014",46
369,India,17,Meghalaya,2015,"Calendar Year (Jan - Dec), 2015",42
370,India,17,Meghalaya,2016,"Calendar Year (Jan - Dec), 2016",39
371,India,17,Meghalaya,2017,"Calendar Year (Jan - Dec), 2017",39
372,India,17,Meghalaya,2018,"Calendar Year (Jan - Dec), 2018",33
373,India,18,Assam,1997,"Calendar Year (Jan - Dec), 1997",76
374,India,18,Assam,1998,"Calendar Year (Jan - Dec), 1998",76
375,India,18,Assam,1999,"Calendar Year (Jan - Dec), 1999",76
376,India,18,Assam,2000,"Calendar Year (Jan - Dec), 2000",75
377,India,18,Assam,2001,"Calendar Year (Jan - Dec), 2001",73
378,India,18,Assam,2002,"Calendar Year (Jan - Dec), 2002",70
379,India,18,Assam,2003,"Calendar Year (Jan - Dec), 2003",67
380,India,18,Assam,2004,"Calendar Year (Jan - Dec), 2004",66
381,India,18,Assam,2005,"Calendar Year (Jan - Dec), 2005",68
382,India,18,Assam,2006,"Calendar Year (Jan - Dec), 2006",67
383,India,18,Assam,2007,"Calendar Year (Jan - Dec), 2007",66
384,India,18,Assam,2008,"Calendar Year (Jan - Dec), 2008",64
385,India,18,Assam,2009,"Calendar Year (Jan - Dec), 2009",61
386,India,18,Assam,2010,"Calendar Year (Jan - Dec), 2010",58
387,India,18,Assam,2011,"Calendar Year (Jan - Dec), 2011",55
388,India,18,Assam,2012,"Calendar Year (Jan - Dec), 2012",55
389,India,18,Assam,2013,"Calendar Year (Jan - Dec), 2013",54
390,India,18,Assam,2014,"Calendar Year (Jan - Dec), 2014",49
391,India,18,Assam,2015,"Calendar Year (Jan - Dec), 2015",47
392,India,18,Assam,2016,"Calendar Year (Jan - Dec), 2016",44
393,India,18,Assam,2017,"Calendar Year (Jan - Dec), 2017",44
394,India,18,Assam,2018,"Calendar Year (Jan - Dec), 2018",41
395,India,19,West Bengal,1997,"Calendar Year (Jan - Dec), 1997",55
396,India,19,West Bengal,1998,"Calendar Year (Jan - Dec), 1998",53
397,India,19,West Bengal,1999,"Calendar Year (Jan - Dec), 1999",52
398,India,19,West Bengal,2000,"Calendar Year (Jan - Dec), 2000",51
399,India,19,West Bengal,2001,"Calendar Year (Jan - Dec), 2001",51
400,India,19,West Bengal,2002,"Calendar Year (Jan - Dec), 2002",49
401,India,19,West Bengal,2003,"Calendar Year (Jan - Dec), 2003",46
402,India,19,West Bengal,2004,"Calendar Year (Jan - Dec), 2004",40
403,India,19,West Bengal,2005,"Calendar Year (Jan - Dec), 2005",38
404,India,19,West Bengal,2006,"Calendar Year (Jan - Dec), 2006",38
405,India,19,West Bengal,2007,"Calendar Year (Jan - Dec), 2007",37
406,India,19,West Bengal,2008,"Calendar Year (Jan - Dec), 2008",35
407,India,19,West Bengal,2009,"Calendar Year (Jan - Dec), 2009",33
408,India,19,West Bengal,2010,"Calendar Year (Jan - Dec), 2010",33
409,India,19,West Bengal,2011,"Calendar Year (Jan - Dec), 2011",32
410,India,19,West Bengal,2012,"Calendar Year (Jan - Dec), 2012",32
411,India,19,West Bengal,2013,"Calendar Year (Jan - Dec), 2013",31
412,India,19,West Bengal,2014,"Calendar Year (Jan - Dec), 2014",28
413,India,19,West Bengal,2015,"Calendar Year (Jan - Dec), 2015",26
414,India,19,West Bengal,2016,"Calendar Year (Jan - Dec), 2016",25
415,India,19,West Bengal,2017,"Calendar Year (Jan - Dec), 2017",24
416,India,19,West Bengal,2018,"Calendar Year (Jan - Dec), 2018",22
417,India,20,Jharkhand,1997,"Calendar Year (Jan - Dec), 1997",
418,India,20,Jharkhand,1998,"Calendar Year (Jan - Dec), 1998",
419,India,20,Jharkhand,1999,"Calendar Year (Jan - Dec), 1999",71
420,India,20,Jharkhand,2000,"Calendar Year (Jan - Dec), 2000",70
421,India,20,Jharkhand,2001,"Calendar Year (Jan - Dec), 2001",62
422,India,20,Jharkhand,2002,"Calendar Year (Jan - Dec), 2002",51
423,India,20,Jharkhand,2003,"Calendar Year (Jan - Dec), 2003",51
424,India,20,Jharkhand,2004,"Calendar Year (Jan - Dec), 2004",49
425,India,20,Jharkhand,2005,"Calendar Year (Jan - Dec), 2005",50
426,India,20,Jharkhand,2006,"Calendar Year (Jan - Dec), 2006",49
427,India,20,Jharkhand,2007,"Calendar Year (Jan - Dec), 2007",48
428,India,20,Jharkhand,2008,"Calendar Year (Jan - Dec), 2008",46
429,India,20,Jharkhand,2009,"Calendar Year (Jan - Dec), 2009",44
430,India,20,Jharkhand,2010,"Calendar Year (Jan - Dec), 2010",42
431,India,20,Jharkhand,2011,"Calendar Year (Jan - Dec), 2011",39
432,India,20,Jharkhand,2012,"Calendar Year (Jan - Dec), 2012",38
433,India,20,Jharkhand,2013,"Calendar Year (Jan - Dec), 2013",37
434,India,20,Jharkhand,2014,"Calendar Year (Jan - Dec), 2014",34
435,India,20,Jharkhand,2015,"Calendar Year (Jan - Dec), 2015",32
436,India,20,Jharkhand,2016,"Calendar Year (Jan - Dec), 2016",29
437,India,20,Jharkhand,2017,"Calendar Year (Jan - Dec), 2017",29
438,India,20,Jharkhand,2018,"Calendar Year (Jan - Dec), 2018",30
439,India,21,Odisha,1997,"Calendar Year (Jan - Dec), 1997",96
440,India,21,Odisha,1998,"Calendar Year (Jan - Dec), 1998",98
441,India,21,Odisha,1999,"Calendar Year (Jan - Dec), 1999",97
442,India,21,Odisha,2000,"Calendar Year (Jan - Dec), 2000",95
443,India,21,Odisha,2001,"Calendar Year (Jan - Dec), 2001",90
444,India,21,Odisha,2002,"Calendar Year (Jan - Dec), 2002",87
445,India,21,Odisha,2003,"Calendar Year (Jan - Dec), 2003",83
446,India,21,Odisha,2004,"Calendar Year (Jan - Dec), 2004",77
447,India,21,Odisha,2005,"Calendar Year (Jan - Dec), 2005",75
448,India,21,Odisha,2006,"Calendar Year (Jan - Dec), 2006",73
449,India,21,Odisha,2007,"Calendar Year (Jan - Dec), 2007",71
450,India,21,Odisha,2008,"Calendar Year (Jan - Dec), 2008",69
451,India,21,Odisha,2009,"Calendar Year (Jan - Dec), 2009",65
452,India,21,Odisha,2010,"Calendar Year (Jan - Dec), 2010",61
453,India,21,Odisha,2011,"Calendar Year (Jan - Dec), 2011",57
454,India,21,Odisha,2012,"Calendar Year (Jan - Dec), 2012",53
455,India,21,Odisha,2013,"Calendar Year (Jan - Dec), 2013",51
456,India,21,Odisha,2014,"Calendar Year (Jan - Dec), 2014",49
457,India,21,Odisha,2015,"Calendar Year (Jan - Dec), 2015",46
458,India,21,Odisha,2016,"Calendar Year (Jan - Dec), 2016",44
459,India,21,Odisha,2017,"Calendar Year (Jan - Dec), 2017",41
460,India,21,Odisha,2018,"Calendar Year (Jan - Dec), 2018",40
461,India,22,Chhattisgarh,1997,"Calendar Year (Jan - Dec), 1997",
462,India,22,Chhattisgarh,1998,"Calendar Year (Jan - Dec), 1998",94
463,India,22,Chhattisgarh,1999,"Calendar Year (Jan - Dec), 1999",78
464,India,22,Chhattisgarh,2000,"Calendar Year (Jan - Dec), 2000",79
465,India,22,Chhattisgarh,2001,"Calendar Year (Jan - Dec), 2001",76
466,India,22,Chhattisgarh,2002,"Calendar Year (Jan - Dec), 2002",73
467,India,22,Chhattisgarh,2003,"Calendar Year (Jan - Dec), 2003",70
468,India,22,Chhattisgarh,2004,"Calendar Year (Jan - Dec), 2004",60
469,India,22,Chhattisgarh,2005,"Calendar Year (Jan - Dec), 2005",63
470,India,22,Chhattisgarh,2006,"Calendar Year (Jan - Dec), 2006",61
471,India,22,Chhattisgarh,2007,"Calendar Year (Jan - Dec), 2007",59
472,India,22,Chhattisgarh,2008,"Calendar Year (Jan - Dec), 2008",57
473,India,22,Chhattisgarh,2009,"Calendar Year (Jan - Dec), 2009",54
474,India,22,Chhattisgarh,2010,"Calendar Year (Jan - Dec), 2010",51
475,India,22,Chhattisgarh,2011,"Calendar Year (Jan - Dec), 2011",48
476,India,22,Chhattisgarh,2012,"Calendar Year (Jan - Dec), 2012",47
477,India,22,Chhattisgarh,2013,"Calendar Year (Jan - Dec), 2013",46
478,India,22,Chhattisgarh,2014,"Calendar Year (Jan - Dec), 2014",43
479,India,22,Chhattisgarh,2015,"Calendar Year (Jan - Dec), 2015",41
480,India,22,Chhattisgarh,2016,"Calendar Year (Jan - Dec), 2016",39
481,India,22,Chhattisgarh,2017,"Calendar Year (Jan - Dec), 2017",38
482,India,22,Chhattisgarh,2018,"Calendar Year (Jan - Dec), 2018",41
483,India,23,Madhya Pradesh,1997,"Calendar Year (Jan - Dec), 1997",94
484,India,23,Madhya Pradesh,1998,"Calendar Year (Jan - Dec), 1998",98
485,India,23,Madhya Pradesh,1999,"Calendar Year (Jan - Dec), 1999",90
486,India,23,Madhya Pradesh,2000,"Calendar Year (Jan - Dec), 2000",87
487,India,23,Madhya Pradesh,2001,"Calendar Year (Jan - Dec), 2001",86
488,India,23,Madhya Pradesh,2002,"Calendar Year (Jan - Dec), 2002",85
489,India,23,Madhya Pradesh,2003,"Calendar Year (Jan - Dec), 2003",82
490,India,23,Madhya Pradesh,2004,"Calendar Year (Jan - Dec), 2004",79
491,India,23,Madhya Pradesh,2005,"Calendar Year (Jan - Dec), 2005",76
492,India,23,Madhya Pradesh,2006,"Calendar Year (Jan - Dec), 2006",74
493,India,23,Madhya Pradesh,2007,"Calendar Year (Jan - Dec), 2007",72
494,India,23,Madhya Pradesh,2008,"Calendar Year (Jan - Dec), 2008",70
495,India,23,Madhya Pradesh,2009,"Calendar Year (Jan - Dec), 2009",67
496,India,23,Madhya Pradesh,2010,"Calendar Year (Jan - Dec), 2010",62
497,India,23,Madhya Pradesh,2011,"Calendar Year (Jan - Dec), 2011",59
498,India,23,Madhya Pradesh,2012,"Calendar Year (Jan - Dec), 2012",56
499,India,23,Madhya Pradesh,2013,"Calendar Year (Jan - Dec), 2013",54
500,India,23,Madhya Pradesh,2014,"Calendar Year (Jan - Dec), 2014",52
501,India,23,Madhya Pradesh,2015,"Calendar Year (Jan - Dec), 2015",50
502,India,23,Madhya Pradesh,2016,"Calendar Year (Jan - Dec), 2016",47
503,India,23,Madhya Pradesh,2017,"Calendar Year (Jan - Dec), 2017",47
504,India,23,Madhya Pradesh,2018,"Calendar Year (Jan - Dec), 2018",48
505,India,24,Gujarat,1997,"Calendar Year (Jan - Dec), 1997",62
506,India,24,Gujarat,1998,"Calendar Year (Jan - Dec), 1998",64
507,India,24,Gujarat,1999,"Calendar Year (Jan - Dec), 1999",63
508,India,24,Gujarat,2000,"Calendar Year (Jan - Dec), 2000",62
509,India,24,Gujarat,2001,"Calendar Year (Jan - Dec), 2001",60
510,India,24,Gujarat,2002,"Calendar Year (Jan - Dec), 2002",60
511,India,24,Gujarat,2003,"Calendar Year (Jan - Dec), 2003",57
512,India,24,Gujarat,2004,"Calendar Year (Jan - Dec), 2004",53
513,India,24,Gujarat,2005,"Calendar Year (Jan - Dec), 2005",54
514,India,24,Gujarat,2006,"Calendar Year (Jan - Dec), 2006",53
515,India,24,Gujarat,2007,"Calendar Year (Jan - Dec), 2007",52
516,India,24,Gujarat,2008,"Calendar Year (Jan - Dec), 2008",50
517,India,24,Gujarat,2009,"Calendar Year (Jan - Dec), 2009",48
518,India,24,Gujarat,2010,"Calendar Year (Jan - Dec), 2010",44
519,India,24,Gujarat,2011,"Calendar Year (Jan - Dec), 2011",41
520,India,24,Gujarat,2012,"Calendar Year (Jan - Dec), 2012",38
521,India,24,Gujarat,2013,"Calendar Year (Jan - Dec), 2013",36
522,India,24,Gujarat,2014,"Calendar Year (Jan - Dec), 2014",35
523,India,24,Gujarat,2015,"Calendar Year (Jan - Dec), 2015",33
524,India,24,Gujarat,2016,"Calendar Year (Jan - Dec), 2016",30
525,India,24,Gujarat,2017,"Calendar Year (Jan - Dec), 2017",30
526,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",28
527,India,27,Maharashtra,1997,"Calendar Year (Jan - Dec), 1997",47
528,India,27,Maharashtra,1998,"Calendar Year (Jan - Dec), 1998",49
529,India,27,Maharashtra,1999,"Calendar Year (Jan - Dec), 1999",48
530,India,27,Maharashtra,2000,"Calendar Year (Jan - Dec), 2000",48
531,India,27,Maharashtra,2001,"Calendar Year (Jan - Dec), 2001",45
532,India,27,Maharashtra,2002,"Calendar Year (Jan - Dec), 2002",45
533,India,27,Maharashtra,2003,"Calendar Year (Jan - Dec), 2003",42
534,India,27,Maharashtra,2004,"Calendar Year (Jan - Dec), 2004",36
535,India,27,Maharashtra,2005,"Calendar Year (Jan - Dec), 2005",36
536,India,27,Maharashtra,2006,"Calendar Year (Jan - Dec), 2006",35
537,India,27,Maharashtra,2007,"Calendar Year (Jan - Dec), 2007",34
538,India,27,Maharashtra,2008,"Calendar Year (Jan - Dec), 2008",33
539,India,27,Maharashtra,2009,"Calendar Year (Jan - Dec), 2009",31
540,India,27,Maharashtra,2010,"Calendar Year (Jan - Dec), 2010",28
541,India,27,Maharashtra,2011,"Calendar Year (Jan - Dec), 2011",25
542,India,27,Maharashtra,2012,"Calendar Year (Jan - Dec), 2012",25
543,India,27,Maharashtra,2013,"Calendar Year (Jan - Dec), 2013",24
544,India,27,Maharashtra,2014,"Calendar Year (Jan - Dec), 2014",22
545,India,27,Maharashtra,2015,"Calendar Year (Jan - Dec), 2015",21
546,India,27,Maharashtra,2016,"Calendar Year (Jan - Dec), 2016",19
547,India,27,Maharashtra,2017,"Calendar Year (Jan - Dec), 2017",19
548,India,27,Maharashtra,2018,"Calendar Year (Jan - Dec), 2018",19
549,India,28,Andhra Pradesh,1997,"Calendar Year (Jan - Dec), 1997",63
550,India,28,Andhra Pradesh,1998,"Calendar Year (Jan - Dec), 1998",66
551,India,28,Andhra Pradesh,1999,"Calendar Year (Jan - Dec), 1999",66
552,India,28,Andhra Pradesh,2000,"Calendar Year (Jan - Dec), 2000",65
553,India,28,Andhra Pradesh,2001,"Calendar Year (Jan - Dec), 2001",66
554,India,28,Andhra Pradesh,2002,"Calendar Year (Jan - Dec), 2002",62
555,India,28,Andhra Pradesh,2003,"Calendar Year (Jan - Dec), 2003",59
556,India,28,Andhra Pradesh,2004,"Calendar Year (Jan - Dec), 2004",59
557,India,28,Andhra Pradesh,2005,"Calendar Year (Jan - Dec), 2005",57
558,India,28,Andhra Pradesh,2006,"Calendar Year (Jan - Dec), 2006",56
559,India,28,Andhra Pradesh,2007,"Calendar Year (Jan - Dec), 2007",54
560,India,28,Andhra Pradesh,2008,"Calendar Year (Jan - Dec), 2008",52
561,India,28,Andhra Pradesh,2009,"Calendar Year (Jan - Dec), 2009",49
562,India,28,Andhra Pradesh,2010,"Calendar Year (Jan - Dec), 2010",46
563,India,28,Andhra Pradesh,2011,"Calendar Year (Jan - Dec), 2011",43
564,India,28,Andhra Pradesh,2012,"Calendar Year (Jan - Dec), 2012",41
565,India,28,Andhra Pradesh,2013,"Calendar Year (Jan - Dec), 2013",39
566,India,28,Andhra Pradesh,2014,"Calendar Year (Jan - Dec), 2014",39
567,India,28,Andhra Pradesh,2015,"Calendar Year (Jan - Dec), 2015",37
568,India,28,Andhra Pradesh,2016,"Calendar Year (Jan - Dec), 2016",34
569,India,28,Andhra Pradesh,2017,"Calendar Year (Jan - Dec), 2017",32
570,India,28,Andhra Pradesh,2018,"Calendar Year (Jan - Dec), 2018",29
571,India,29,Karnataka,1997,"Calendar Year (Jan - Dec), 1997",53
572,India,29,Karnataka,1998,"Calendar Year (Jan - Dec), 1998",58
573,India,29,Karnataka,1999,"Calendar Year (Jan - Dec), 1999",58
574,India,29,Karnataka,2000,"Calendar Year (Jan - Dec), 2000",57
575,India,29,Karnataka,2001,"Calendar Year (Jan - Dec), 2001",58
576,India,29,Karnataka,2002,"Calendar Year (Jan - Dec), 2002",55
577,India,29,Karnataka,2003,"Calendar Year (Jan - Dec), 2003",52
578,India,29,Karnataka,2004,"Calendar Year (Jan - Dec), 2004",49
579,India,29,Karnataka,2005,"Calendar Year (Jan - Dec), 2005",50
580,India,29,Karnataka,2006,"Calendar Year (Jan - Dec), 2006",48
581,India,29,Karnataka,2007,"Calendar Year (Jan - Dec), 2007",47
582,India,29,Karnataka,2008,"Calendar Year (Jan - Dec), 2008",45
583,India,29,Karnataka,2009,"Calendar Year (Jan - Dec), 2009",41
584,India,29,Karnataka,2010,"Calendar Year (Jan - Dec), 2010",38
585,India,29,Karnataka,2011,"Calendar Year (Jan - Dec), 2011",35
586,India,29,Karnataka,2012,"Calendar Year (Jan - Dec), 2012",32
587,India,29,Karnataka,2013,"Calendar Year (Jan - Dec), 2013",31
588,India,29,Karnataka,2014,"Calendar Year (Jan - Dec), 2014",29
589,India,29,Karnataka,2015,"Calendar Year (Jan - Dec), 2015",28
590,India,29,Karnataka,2016,"Calendar Year (Jan - Dec), 2016",24
591,India,29,Karnataka,2017,"Calendar Year (Jan - Dec), 2017",25
592,India,29,Karnataka,2018,"Calendar Year (Jan - Dec), 2018",23
593,India,30,Goa,1997,"Calendar Year (Jan - Dec), 1997",19
594,India,30,Goa,1998,"Calendar Year (Jan - Dec), 1998",23
595,India,30,Goa,1999,"Calendar Year (Jan - Dec), 1999",21
596,India,30,Goa,2000,"Calendar Year (Jan - Dec), 2000",23
597,India,30,Goa,2001,"Calendar Year (Jan - Dec), 2001",19
598,India,30,Goa,2002,"Calendar Year (Jan - Dec), 2002",17
599,India,30,Goa,2003,"Calendar Year (Jan - Dec), 2003",16
600,India,30,Goa,2004,"Calendar Year (Jan - Dec), 2004",17
601,India,30,Goa,2005,"Calendar Year (Jan - Dec), 2005",16
602,India,30,Goa,2006,"Calendar Year (Jan - Dec), 2006",15
603,India,30,Goa,2007,"Calendar Year (Jan - Dec), 2007",13
604,India,30,Goa,2008,"Calendar Year (Jan - Dec), 2008",10
605,India,30,Goa,2009,"Calendar Year (Jan - Dec), 2009",11
606,India,30,Goa,2010,"Calendar Year (Jan - Dec), 2010",10
607,India,30,Goa,2011,"Calendar Year (Jan - Dec), 2011",11
608,India,30,Goa,2012,"Calendar Year (Jan - Dec), 2012",10
609,India,30,Goa,2013,"Calendar Year (Jan - Dec), 2013",9
610,India,30,Goa,2014,"Calendar Year (Jan - Dec), 2014",10
611,India,30,Goa,2015,"Calendar Year (Jan - Dec), 2015",9
612,India,30,Goa,2016,"Calendar Year (Jan - Dec), 2016",8
613,India,30,Goa,2017,"Calendar Year (Jan - Dec), 2017",9
614,India,30,Goa,2018,"Calendar Year (Jan - Dec), 2018",7
615,India,31,Lakshadweep,1997,"Calendar Year (Jan - Dec), 1997",36
616,India,31,Lakshadweep,1998,"Calendar Year (Jan - Dec), 1998",26
617,India,31,Lakshadweep,1999,"Calendar Year (Jan - Dec), 1999",32
618,India,31,Lakshadweep,2000,"Calendar Year (Jan - Dec), 2000",27
619,India,31,Lakshadweep,2001,"Calendar Year (Jan - Dec), 2001",33
620,India,31,Lakshadweep,2002,"Calendar Year (Jan - Dec), 2002",25
621,India,31,Lakshadweep,2003,"Calendar Year (Jan - Dec), 2003",26
622,India,31,Lakshadweep,2004,"Calendar Year (Jan - Dec), 2004",30
623,India,31,Lakshadweep,2005,"Calendar Year (Jan - Dec), 2005",22
624,India,31,Lakshadweep,2006,"Calendar Year (Jan - Dec), 2006",25
625,India,31,Lakshadweep,2007,"Calendar Year (Jan - Dec), 2007",24
626,India,31,Lakshadweep,2008,"Calendar Year (Jan - Dec), 2008",31
627,India,31,Lakshadweep,2009,"Calendar Year (Jan - Dec), 2009",25
628,India,31,Lakshadweep,2010,"Calendar Year (Jan - Dec), 2010",25
629,India,31,Lakshadweep,2011,"Calendar Year (Jan - Dec), 2011",24
630,India,31,Lakshadweep,2012,"Calendar Year (Jan - Dec), 2012",24
631,India,31,Lakshadweep,2013,"Calendar Year (Jan - Dec), 2013",24
632,India,31,Lakshadweep,2014,"Calendar Year (Jan - Dec), 2014",20
633,India,31,Lakshadweep,2015,"Calendar Year (Jan - Dec), 2015",20
634,India,31,Lakshadweep,2016,"Calendar Year (Jan - Dec), 2016",19
635,India,31,Lakshadweep,2017,"Calendar Year (Jan - Dec), 2017",20
636,India,31,Lakshadweep,2018,"Calendar Year (Jan - Dec), 2018",14
637,India,32,Kerala,1997,"Calendar Year (Jan - Dec), 1997",12
638,India,32,Kerala,1998,"Calendar Year (Jan - Dec), 1998",16
639,India,32,Kerala,1999,"Calendar Year (Jan - Dec), 1999",14
640,India,32,Kerala,2000,"Calendar Year (Jan - Dec), 2000",14
641,India,32,Kerala,2001,"Calendar Year (Jan - Dec), 2001",11
642,India,32,Kerala,2002,"Calendar Year (Jan - Dec), 2002",10
643,India,32,Kerala,2003,"Calendar Year (Jan - Dec), 2003",11
644,India,32,Kerala,2004,"Calendar Year (Jan - Dec), 2004",12
645,India,32,Kerala,2005,"Calendar Year (Jan - Dec), 2005",14
646,India,32,Kerala,2006,"Calendar Year (Jan - Dec), 2006",15
647,India,32,Kerala,2007,"Calendar Year (Jan - Dec), 2007",13
648,India,32,Kerala,2008,"Calendar Year (Jan - Dec), 2008",12
649,India,32,Kerala,2009,"Calendar Year (Jan - Dec), 2009",12
650,India,32,Kerala,2010,"Calendar Year (Jan - Dec), 2010",13
651,India,32,Kerala,2011,"Calendar Year (Jan - Dec), 2011",12
652,India,32,Kerala,2012,"Calendar Year (Jan - Dec), 2012",12
653,India,32,Kerala,2013,"Calendar Year (Jan - Dec), 2013",12
654,India,32,Kerala,2014,"Calendar Year (Jan - Dec), 2014",12
655,India,32,Kerala,2015,"Calendar Year (Jan - Dec), 2015",12
656,India,32,Kerala,2016,"Calendar Year (Jan - Dec), 2016",10
657,India,32,Kerala,2017,"Calendar Year (Jan - Dec), 2017",10
658,India,32,Kerala,2018,"Calendar Year (Jan - Dec), 2018",7
659,India,33,Tamil Nadu,1997,"Calendar Year (Jan - Dec), 1997",53
660,India,33,Tamil Nadu,1998,"Calendar Year (Jan - Dec), 1998",53
661,India,33,Tamil Nadu,1999,"Calendar Year (Jan - Dec), 1999",52
662,India,33,Tamil Nadu,2000,"Calendar Year (Jan - Dec), 2000",51
663,India,33,Tamil Nadu,2001,"Calendar Year (Jan - Dec), 2001",49
664,India,33,Tamil Nadu,2002,"Calendar Year (Jan - Dec), 2002",44
665,India,33,Tamil Nadu,2003,"Calendar Year (Jan - Dec), 2003",43
666,India,33,Tamil Nadu,2004,"Calendar Year (Jan - Dec), 2004",41
667,India,33,Tamil Nadu,2005,"Calendar Year (Jan - Dec), 2005",37
668,India,33,Tamil Nadu,2006,"Calendar Year (Jan - Dec), 2006",37
669,India,33,Tamil Nadu,2007,"Calendar Year (Jan - Dec), 2007",35
670,India,33,Tamil Nadu,2008,"Calendar Year (Jan - Dec), 2008",31
671,India,33,Tamil Nadu,2009,"Calendar Year (Jan - Dec), 2009",28
672,India,33,Tamil Nadu,2010,"Calendar Year (Jan - Dec), 2010",24
673,India,33,Tamil Nadu,2011,"Calendar Year (Jan - Dec), 2011",22
674,India,33,Tamil Nadu,2012,"Calendar Year (Jan - Dec), 2012",21
675,India,33,Tamil Nadu,2013,"Calendar Year (Jan - Dec), 2013",21
676,India,33,Tamil Nadu,2014,"Calendar Year (Jan - Dec), 2014",20
677,India,33,Tamil Nadu,2015,"Calendar Year (Jan - Dec), 2015",19
678,India,33,Tamil Nadu,2016,"Calendar Year (Jan - Dec), 2016",17
679,India,33,Tamil Nadu,2017,"Calendar Year (Jan - Dec), 2017",16
680,India,33,Tamil Nadu,2018,"Calendar Year (Jan - Dec), 2018",15
681,India,34,Puducherry,1997,"Calendar Year (Jan - Dec), 1997",22
682,India,34,Puducherry,1998,"Calendar Year (Jan - Dec), 1998",21
683,India,34,Puducherry,1999,"Calendar Year (Jan - Dec), 1999",22
684,India,34,Puducherry,2000,"Calendar Year (Jan - Dec), 2000",23
685,India,34,Puducherry,2001,"Calendar Year (Jan - Dec), 2001",22
686,India,34,Puducherry,2002,"Calendar Year (Jan - Dec), 2002",22
687,India,34,Puducherry,2003,"Calendar Year (Jan - Dec), 2003",24
688,India,34,Puducherry,2004,"Calendar Year (Jan - Dec), 2004",24
689,India,34,Puducherry,2005,"Calendar Year (Jan - Dec), 2005",28
690,India,34,Puducherry,2006,"Calendar Year (Jan - Dec), 2006",28
691,India,34,Puducherry,2007,"Calendar Year (Jan - Dec), 2007",25
692,India,34,Puducherry,2008,"Calendar Year (Jan - Dec), 2008",25
693,India,34,Puducherry,2009,"Calendar Year (Jan - Dec), 2009",22
694,India,34,Puducherry,2010,"Calendar Year (Jan - Dec), 2010",22
695,India,34,Puducherry,2011,"Calendar Year (Jan - Dec), 2011",19
696,India,34,Puducherry,2012,"Calendar Year (Jan - Dec), 2012",17
697,India,34,Puducherry,2013,"Calendar Year (Jan - Dec), 2013",17
698,India,34,Puducherry,2014,"Calendar Year (Jan - Dec), 2014",14
699,India,34,Puducherry,2015,"Calendar Year (Jan - Dec), 2015",11
700,India,34,Puducherry,2016,"Calendar Year (Jan - Dec), 2016",10
701,India,34,Puducherry,2017,"Calendar Year (Jan - Dec), 2017",11
702,India,34,Puducherry,2018,"Calendar Year (Jan - Dec), 2018",11
703,India,35,Andaman And Nicobar Islands,1997,"Calendar Year (Jan - Dec), 1997",33
704,India,35,Andaman And Nicobar Islands,1998,"Calendar Year (Jan - Dec), 1998",30
705,India,35,Andaman And Nicobar Islands,1999,"Calendar Year (Jan - Dec), 1999",25
706,India,35,Andaman And Nicobar Islands,2000,"Calendar Year (Jan - Dec), 2000",23
707,India,35,Andaman And Nicobar Islands,2001,"Calendar Year (Jan - Dec), 2001",18
708,India,35,Andaman And Nicobar Islands,2002,"Calendar Year (Jan - Dec), 2002",15
709,India,35,Andaman And Nicobar Islands,2003,"Calendar Year (Jan - Dec), 2003",18
710,India,35,Andaman And Nicobar Islands,2004,"Calendar Year (Jan - Dec), 2004",19
711,India,35,Andaman And Nicobar Islands,2005,"Calendar Year (Jan - Dec), 2005",27
712,India,35,Andaman And Nicobar Islands,2006,"Calendar Year (Jan - Dec), 2006",31
713,India,35,Andaman And Nicobar Islands,2007,"Calendar Year (Jan - Dec), 2007",34
714,India,35,Andaman And Nicobar Islands,2008,"Calendar Year (Jan - Dec), 2008",31
715,India,35,Andaman And Nicobar Islands,2009,"Calendar Year (Jan - Dec), 2009",27
716,India,35,Andaman And Nicobar Islands,2010,"Calendar Year (Jan - Dec), 2010",25
717,India,35,Andaman And Nicobar Islands,2011,"Calendar Year (Jan - Dec), 2011",23
718,India,35,Andaman And Nicobar Islands,2012,"Calendar Year (Jan - Dec), 2012",24
719,India,35,Andaman And Nicobar Islands,2013,"Calendar Year (Jan - Dec), 2013",24
720,India,35,Andaman And Nicobar Islands,2014,"Calendar Year (Jan - Dec), 2014",22
721,India,35,Andaman And Nicobar Islands,2015,"Calendar Year (Jan - Dec), 2015",20
722,India,35,Andaman And Nicobar Islands,2016,"Calendar Year (Jan - Dec), 2016",16
723,India,35,Andaman And Nicobar Islands,2017,"Calendar Year (Jan - Dec), 2017",14
724,India,35,Andaman And Nicobar Islands,2018,"Calendar Year (Jan - Dec), 2018",9
725,India,36,Telangana,1997,"Calendar Year (Jan - Dec), 1997",63
726,India,36,Telangana,1998,"Calendar Year (Jan - Dec), 1998",66
727,India,36,Telangana,1999,"Calendar Year (Jan - Dec), 1999",66
728,India,36,Telangana,2000,"Calendar Year (Jan - Dec), 2000",65
729,India,36,Telangana,2001,"Calendar Year (Jan - Dec), 2001",66
730,India,36,Telangana,2002,"Calendar Year (Jan - Dec), 2002",62
