ROWID,Country,State lgd code,State,YearCode,Year,Gross sown area ,Net sown area,Gross irrigated area ,Net irrigated area ,Cropping intensity (%)
547,India,20,Jharkhand,2015,"Calendar Year (Jan - Dec), 2015",1812,1386,235,213,130.7
548,India,20,Jharkhand,2016,"Calendar Year (Jan - Dec), 2016",2045,1451,310,283,140.9
549,India,20,Jharkhand,2017,"Calendar Year (Jan - Dec), 2017",2033,1444,247,231,140.8
550,India,20,Jharkhand,2018,"Calendar Year (Jan - Dec), 2018",1824,1281,249,231,142.4
551,India,20,Jharkhand,2019,"Calendar Year (Jan - Dec), 2019",,,,,
552,India,21,Odisha,1991,"Calendar Year (Jan - Dec), 1991",9814,6337,2530,1934,154.9
553,India,21,Odisha,1992,"Calendar Year (Jan - Dec), 1992",9416,6304,2471,2070,149.4
554,India,21,Odisha,1993,"Calendar Year (Jan - Dec), 1993",9747,6303,2510,2090,154.6
555,India,21,Odisha,1994,"Calendar Year (Jan - Dec), 1994",9724,6303,2510,2090,154.3
556,India,21,Odisha,1995,"Calendar Year (Jan - Dec), 1995",9668,6210,2629,2090,155.7
557,India,21,Odisha,1996,"Calendar Year (Jan - Dec), 1996",8216,5968,2263,1366,137.7
558,India,21,Odisha,1997,"Calendar Year (Jan - Dec), 1997",8645,6122,2318,1401,141.2
559,India,21,Odisha,1998,"Calendar Year (Jan - Dec), 1998",8425,6048,2358,1384,139.3
560,India,21,Odisha,1999,"Calendar Year (Jan - Dec), 1999",8524,6075,2512,1390,140.3
561,India,21,Odisha,2000,"Calendar Year (Jan - Dec), 2000",7878,5829,2126,1407,135.2
562,India,21,Odisha,2001,"Calendar Year (Jan - Dec), 2001",8799,5845,2546,1752,150.5
563,India,21,Odisha,2002,"Calendar Year (Jan - Dec), 2002",7853,5680,1712,1247,138.2
564,India,21,Odisha,2003,"Calendar Year (Jan - Dec), 2003",8637,5795,2518,1737,149
565,India,21,Odisha,2004,"Calendar Year (Jan - Dec), 2004",8718,5739,2691,1846,151.9
566,India,21,Odisha,2005,"Calendar Year (Jan - Dec), 2005",8928,5691,2996,2030,156.9
567,India,21,Odisha,2006,"Calendar Year (Jan - Dec), 2006",8960,5654,3205,2051,158.5
568,India,21,Odisha,2007,"Calendar Year (Jan - Dec), 2007",9016,5624,3308,2158,160.3
569,India,21,Odisha,2008,"Calendar Year (Jan - Dec), 2008",9071,5604,3177,2192,161.9
570,India,21,Odisha,2009,"Calendar Year (Jan - Dec), 2009",5510,4761,1614,1368,115.7
571,India,21,Odisha,2010,"Calendar Year (Jan - Dec), 2010",5429,4682,1539,1284,116
572,India,21,Odisha,2011,"Calendar Year (Jan - Dec), 2011",4964,4394,1437,1259,113
573,India,21,Odisha,2012,"Calendar Year (Jan - Dec), 2012",5069,4386,1496,1248,115.6
574,India,21,Odisha,2013,"Calendar Year (Jan - Dec), 2013",5168,4495,1505,1245,115
575,India,21,Odisha,2014,"Calendar Year (Jan - Dec), 2014",5173,4474,1485,1259,115.6
576,India,21,Odisha,2015,"Calendar Year (Jan - Dec), 2015",4803,4198,1434,1230,114.4
577,India,21,Odisha,2016,"Calendar Year (Jan - Dec), 2016",4884,4099,1309,1122,119.2
578,India,21,Odisha,2017,"Calendar Year (Jan - Dec), 2017",4502,3863,1151,970,116.5
579,India,21,Odisha,2018,"Calendar Year (Jan - Dec), 2018",4527,4006,1314,1092,113
580,India,21,Odisha,2019,"Calendar Year (Jan - Dec), 2019",4670,4102,1363,1137,113.8
581,India,22,Chhattisgarh,1991,"Calendar Year (Jan - Dec), 1991",,,,,
582,India,22,Chhattisgarh,1992,"Calendar Year (Jan - Dec), 1992",,,,,
583,India,22,Chhattisgarh,1993,"Calendar Year (Jan - Dec), 1993",,,,,
584,India,22,Chhattisgarh,1994,"Calendar Year (Jan - Dec), 1994",,,,,
585,India,22,Chhattisgarh,1995,"Calendar Year (Jan - Dec), 1995",,,,,
586,India,22,Chhattisgarh,1996,"Calendar Year (Jan - Dec), 1996",,,,,
587,India,22,Chhattisgarh,1997,"Calendar Year (Jan - Dec), 1997",,,,,
588,India,22,Chhattisgarh,1998,"Calendar Year (Jan - Dec), 1998",,,1043,,
589,India,22,Chhattisgarh,1999,"Calendar Year (Jan - Dec), 1999",,,1043,,
590,India,22,Chhattisgarh,2000,"Calendar Year (Jan - Dec), 2000",5327,4763,1043,984,111.8
591,India,22,Chhattisgarh,2001,"Calendar Year (Jan - Dec), 2001",5595,4800,1227,1151,116.6
592,India,22,Chhattisgarh,2002,"Calendar Year (Jan - Dec), 2002",5446,4754,1144,1068,114.5
593,India,22,Chhattisgarh,2003,"Calendar Year (Jan - Dec), 2003",5707,4779,1179,1090,119.4
594,India,22,Chhattisgarh,2004,"Calendar Year (Jan - Dec), 2004",5716,4770,1312,1208,119.8
595,India,22,Chhattisgarh,2005,"Calendar Year (Jan - Dec), 2005",5746,4764,1375,1248,120.6
596,India,22,Chhattisgarh,2006,"Calendar Year (Jan - Dec), 2006",5732,4722,1486,1282,121.4
597,India,22,Chhattisgarh,2007,"Calendar Year (Jan - Dec), 2007",5748,4727,1522,1334,121.6
598,India,22,Chhattisgarh,2008,"Calendar Year (Jan - Dec), 2008",5683,4710,1537,1339,120.7
599,India,22,Chhattisgarh,2009,"Calendar Year (Jan - Dec), 2009",5561,4683,1487,1323,118.7
600,India,22,Chhattisgarh,2010,"Calendar Year (Jan - Dec), 2010",5671,4697,1605,1356,120.8
601,India,22,Chhattisgarh,2011,"Calendar Year (Jan - Dec), 2011",5664,4677,1648,1415,121.1
602,India,22,Chhattisgarh,2012,"Calendar Year (Jan - Dec), 2012",5691,4671,1725,1449,121.8
603,India,22,Chhattisgarh,2013,"Calendar Year (Jan - Dec), 2013",5698,4686,1751,1462,121.6
604,India,22,Chhattisgarh,2014,"Calendar Year (Jan - Dec), 2014",5728,4681,1787,1468,122.4
605,India,22,Chhattisgarh,2015,"Calendar Year (Jan - Dec), 2015",5640,4651,1753,1476,121.3
606,India,22,Chhattisgarh,2016,"Calendar Year (Jan - Dec), 2016",5673,4664,1846,1486,121.6
607,India,22,Chhattisgarh,2017,"Calendar Year (Jan - Dec), 2017",5540,4653,1838,1506,119.1
608,India,22,Chhattisgarh,2018,"Calendar Year (Jan - Dec), 2018",5614,4679,2007,1565,120
609,India,22,Chhattisgarh,2019,"Calendar Year (Jan - Dec), 2019",5735,4635,2024,1528,123.7
610,India,23,Madhya Pradesh,1991,"Calendar Year (Jan - Dec), 1991",23089,19363,4757,4627,119.2
611,India,23,Madhya Pradesh,1992,"Calendar Year (Jan - Dec), 1992",23807,19542,4918,4775,121.8
612,India,23,Madhya Pradesh,1993,"Calendar Year (Jan - Dec), 1993",24829,19740,5529,5346,125.8
613,India,23,Madhya Pradesh,1994,"Calendar Year (Jan - Dec), 1994",24689,19662,6071,5822,125.6
614,India,23,Madhya Pradesh,1995,"Calendar Year (Jan - Dec), 1995",25040,19752,6178,5928,126.8
615,India,23,Madhya Pradesh,1996,"Calendar Year (Jan - Dec), 1996",25451,19794,6557,6309,128.6
616,India,23,Madhya Pradesh,1997,"Calendar Year (Jan - Dec), 1997",25955,19826,6527,6304,130.9
617,India,23,Madhya Pradesh,1998,"Calendar Year (Jan - Dec), 1998",26011,19839,6814,6560,131.1
618,India,23,Madhya Pradesh,1999,"Calendar Year (Jan - Dec), 1999",26207,19898,7091,6740,131.7
619,India,23,Madhya Pradesh,2000,"Calendar Year (Jan - Dec), 2000",17870,14664,4285,4135,121.9
620,India,23,Madhya Pradesh,2001,"Calendar Year (Jan - Dec), 2001",19044,14859,4899,4735,128.2
621,India,23,Madhya Pradesh,2002,"Calendar Year (Jan - Dec), 2002",18078,14518,4631,4494,124.5
622,India,23,Madhya Pradesh,2003,"Calendar Year (Jan - Dec), 2003",19788,14945,5776,5631,132.4
623,India,23,Madhya Pradesh,2004,"Calendar Year (Jan - Dec), 2004",20203,14975,6193,6042,134.9
624,India,23,Madhya Pradesh,2005,"Calendar Year (Jan - Dec), 2005",19608,14971,5878,5681,131
625,India,23,Madhya Pradesh,2006,"Calendar Year (Jan - Dec), 2006",20113,14735,6543,6365,136.5
626,India,23,Madhya Pradesh,2007,"Calendar Year (Jan - Dec), 2007",20416,14687,6567,6418,139
627,India,23,Madhya Pradesh,2008,"Calendar Year (Jan - Dec), 2008",20657,14941,6714,6506,138.3
628,India,23,Madhya Pradesh,2009,"Calendar Year (Jan - Dec), 2009",21411,14972,7162,6892,143
629,India,23,Madhya Pradesh,2010,"Calendar Year (Jan - Dec), 2010",22046,15119,7421,7140,145.8
630,India,23,Madhya Pradesh,2011,"Calendar Year (Jan - Dec), 2011",22516,15237,8228,7887,147.8
631,India,23,Madhya Pradesh,2012,"Calendar Year (Jan - Dec), 2012",23130,15352,8966,8550,150.7
632,India,23,Madhya Pradesh,2013,"Calendar Year (Jan - Dec), 2013",24047,15422,9919,9455,155.9
633,India,23,Madhya Pradesh,2014,"Calendar Year (Jan - Dec), 2014",23810,15351,10301,9584,155.1
634,India,23,Madhya Pradesh,2015,"Calendar Year (Jan - Dec), 2015",23714,15149,10029,9284,156.5
635,India,23,Madhya Pradesh,2016,"Calendar Year (Jan - Dec), 2016",24214,15228,10671,9876,159
636,India,23,Madhya Pradesh,2017,"Calendar Year (Jan - Dec), 2017",25114,15191,11385,10557,165.3
637,India,23,Madhya Pradesh,2018,"Calendar Year (Jan - Dec), 2018",26115,15205,12684,11349,171.8
638,India,23,Madhya Pradesh,2019,"Calendar Year (Jan - Dec), 2019",28276,15512,14704,12517,182.3
639,India,24,Gujarat,1991,"Calendar Year (Jan - Dec), 1991",10503,9291,2880,2371,113
640,India,24,Gujarat,1992,"Calendar Year (Jan - Dec), 1992",11003,9583,3227,2642,114.8
641,India,24,Gujarat,1993,"Calendar Year (Jan - Dec), 1993",10672,9391,3087,2540,113.6
642,India,24,Gujarat,1994,"Calendar Year (Jan - Dec), 1994",11188,9609,3655,3002,116.4
643,India,24,Gujarat,1995,"Calendar Year (Jan - Dec), 1995",10938,9612,3499,2892,113.8
644,India,24,Gujarat,1996,"Calendar Year (Jan - Dec), 1996",11001,9600,3643,3042,114.6
645,India,24,Gujarat,1997,"Calendar Year (Jan - Dec), 1997",11156,9674,3779,3058,115.3
646,India,24,Gujarat,1998,"Calendar Year (Jan - Dec), 1998",11144,9667,3840,3082,115.3
647,India,24,Gujarat,1999,"Calendar Year (Jan - Dec), 1999",10609,9443,3626,2979,112.3
648,India,24,Gujarat,2000,"Calendar Year (Jan - Dec), 2000",10440,9433,3342,2806,110.7
649,India,24,Gujarat,2001,"Calendar Year (Jan - Dec), 2001",10734,9622,3572,2994,111.6
650,India,24,Gujarat,2002,"Calendar Year (Jan - Dec), 2002",10631,9481,3637,3046,112.1
651,India,24,Gujarat,2003,"Calendar Year (Jan - Dec), 2003",11421,9852,4111,3388,115.9
652,India,24,Gujarat,2004,"Calendar Year (Jan - Dec), 2004",11257,9747,4280,3528,115.5
653,India,24,Gujarat,2005,"Calendar Year (Jan - Dec), 2005",11495,9722,4764,3907,118.2
654,India,24,Gujarat,2006,"Calendar Year (Jan - Dec), 2006",11807,9801,5279,4238,120.5
655,India,24,Gujarat,2007,"Calendar Year (Jan - Dec), 2007",12211,9966,5611,4233,122.5
656,India,24,Gujarat,2008,"Calendar Year (Jan - Dec), 2008",11651,10302,5310,4233,113.1
657,India,24,Gujarat,2009,"Calendar Year (Jan - Dec), 2009",11094,10302,4922,4233,107.7
658,India,24,Gujarat,2010,"Calendar Year (Jan - Dec), 2010",12257,10302,5616,4233,119
659,India,24,Gujarat,2011,"Calendar Year (Jan - Dec), 2011",13086,10302,6305,4233,127
660,India,24,Gujarat,2012,"Calendar Year (Jan - Dec), 2012",12600,10302,5913,4233,122.3
661,India,24,Gujarat,2013,"Calendar Year (Jan - Dec), 2013",12487,10302,5939,4233,121.2
662,India,24,Gujarat,2014,"Calendar Year (Jan - Dec), 2014",12773,10302,6014,4233,124
663,India,24,Gujarat,2015,"Calendar Year (Jan - Dec), 2015",11522,10302,6037,4233,111.8
664,India,24,Gujarat,2016,"Calendar Year (Jan - Dec), 2016",11994,10302,5917,4233,116.4
665,India,24,Gujarat,2017,"Calendar Year (Jan - Dec), 2017",12220,10302,6278,4233,118.6
666,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",,,,,
667,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",,,,,
668,India,27,Maharashtra,1991,"Calendar Year (Jan - Dec), 1991",20133,17895,3265,2726,112.5
669,India,27,Maharashtra,1992,"Calendar Year (Jan - Dec), 1992",21171,18020,3262,2680,117.5
670,India,27,Maharashtra,1993,"Calendar Year (Jan - Dec), 1993",21409,18188,3149,2567,117.7
671,India,27,Maharashtra,1994,"Calendar Year (Jan - Dec), 1994",21358,18053,3149,2567,118.3
672,India,27,Maharashtra,1995,"Calendar Year (Jan - Dec), 1995",21327,17911,3149,2567,119.1
673,India,27,Maharashtra,1996,"Calendar Year (Jan - Dec), 1996",21836,17848,3769,3087,122.3
674,India,27,Maharashtra,1997,"Calendar Year (Jan - Dec), 1997",21384,17722,3693,3140,120.7
675,India,27,Maharashtra,1998,"Calendar Year (Jan - Dec), 1998",21589,17841,3858,3273,121
676,India,27,Maharashtra,1999,"Calendar Year (Jan - Dec), 1999",21382,17662,3873,3296,121.1
677,India,27,Maharashtra,2000,"Calendar Year (Jan - Dec), 2000",21619,17844,3852,3249,121.2
678,India,27,Maharashtra,2001,"Calendar Year (Jan - Dec), 2001",20991,17222,3727,3136,121.9
679,India,27,Maharashtra,2002,"Calendar Year (Jan - Dec), 2002",20916,17196,3806,3216,121.6
680,India,27,Maharashtra,2003,"Calendar Year (Jan - Dec), 2003",22190,17432,4088,3260,127.3
681,India,27,Maharashtra,2004,"Calendar Year (Jan - Dec), 2004",22368,17490,3990,3271,127.9
682,India,27,Maharashtra,2005,"Calendar Year (Jan - Dec), 2005",22556,17473,4043,3268,129.1
683,India,27,Maharashtra,2006,"Calendar Year (Jan - Dec), 2006",22571,17475,4236,3268,129.2
684,India,27,Maharashtra,2007,"Calendar Year (Jan - Dec), 2007",22655,17473,4363,3268,129.7
685,India,27,Maharashtra,2008,"Calendar Year (Jan - Dec), 2008",22454,17422,4328,3259,128.9
686,India,27,Maharashtra,2009,"Calendar Year (Jan - Dec), 2009",22612,17401,4352,3254,129.9
687,India,27,Maharashtra,2010,"Calendar Year (Jan - Dec), 2010",23175,17406,4496,3256,133.1
688,India,27,Maharashtra,2011,"Calendar Year (Jan - Dec), 2011",22080,17386,4173,3252,127
689,India,27,Maharashtra,2012,"Calendar Year (Jan - Dec), 2012",21943,17344,4050,3244,126.5
690,India,27,Maharashtra,2013,"Calendar Year (Jan - Dec), 2013",23328,17368,4556,3248,134.3
691,India,27,Maharashtra,2014,"Calendar Year (Jan - Dec), 2014",23474,17345,4564,3244,135.3
692,India,27,Maharashtra,2015,"Calendar Year (Jan - Dec), 2015",23467,17192,4736,3215,136.5
693,India,27,Maharashtra,2016,"Calendar Year (Jan - Dec), 2016",23947,16910,4663,3163,141.6
694,India,27,Maharashtra,2017,"Calendar Year (Jan - Dec), 2017",23109,16943,4692,3169,136.4
695,India,27,Maharashtra,2018,"Calendar Year (Jan - Dec), 2018",,,,,
697,India,28,Andhra Pradesh,1991,"Calendar Year (Jan - Dec), 1991",7439.831133738905352,6226.741627320440721,3033.005748730126818,2453.813315865522831,119.5
698,India,28,Andhra Pradesh,1992,"Calendar Year (Jan - Dec), 1992",7192.814302585354674,5902.461540760414146,2867.763895926495885,2272.216467391907949,121.9
699,India,28,Andhra Pradesh,1993,"Calendar Year (Jan - Dec), 1993",7155.592588301942928,5843.809142495644122,2831.106147011014620,2193.825281249571090,122.4
700,India,28,Andhra Pradesh,1994,"Calendar Year (Jan - Dec), 1994",7209.169298255338623,5845.501038599435565,2924.160432719543985,2232.738891636774279,123.3
701,India,28,Andhra Pradesh,1995,"Calendar Year (Jan - Dec), 1995",7355.800293917263683,5998.899618676526397,2991.272311503271224,2325.229211977373163,122.6
702,India,28,Andhra Pradesh,1996,"Calendar Year (Jan - Dec), 1996",7562.775583947750210,6110.000796158831154,3260.847757374041142,2478.627792054463995,123.8
703,India,28,Andhra Pradesh,1997,"Calendar Year (Jan - Dec), 1997",6843.719739836386935,5552.803012643515926,2908.933367785420998,2224.843376485747545,123.2
704,India,28,Andhra Pradesh,1998,"Calendar Year (Jan - Dec), 1998",7684.028138052803625,6191.211809140820418,3435.677021432490252,2559.274839668522778,124.1
705,India,28,Andhra Pradesh,1999,"Calendar Year (Jan - Dec), 1999",7344.520986558654063,5983.672553742403410,3240.545004128543826,2472.424173007228704,122.7
706,India,28,Andhra Pradesh,2000,"Calendar Year (Jan - Dec), 2000",7638.910908618365145,6268.475064547296315,3336.419116676725596,2553.635185989217968,121.9
707,India,28,Andhra Pradesh,2001,"Calendar Year (Jan - Dec), 2001",7193.942233321215636,5870.879480156307210,3129.443826646239069,2390.085229289378478,122.5
708,India,28,Andhra Pradesh,2002,"Calendar Year (Jan - Dec), 2002",6518.875687908429879,5422.527012651574815,2558.146908932661816,2038.170839700758334,120.2
709,India,28,Andhra Pradesh,2003,"Calendar Year (Jan - Dec), 2003",6973.995739828328046,5706.201592720606758,2696.318424075629661,2049.450147059367954,122.2
710,India,28,Andhra Pradesh,2004,"Calendar Year (Jan - Dec), 2004",7060.282441121691639,5824.070354618077287,2812.495289869308747,2188.749592938196761,121.2
711,India,28,Andhra Pradesh,2005,"Calendar Year (Jan - Dec), 2005",7535.705246287087122,6059.807878413018345,3381.536346111164076,2476.935895950672552,124.4
712,India,28,Andhra Pradesh,2006,"Calendar Year (Jan - Dec), 2006",7224.960328557392091,5722.556588390590707,3423.269783338019670,2511.337783394431893,126.3
713,India,28,Andhra Pradesh,2007,"Calendar Year (Jan - Dec), 2007",7651.318146712835727,6066.011497460253636,3544.522337443073085,2619.055168669153764,126.1
714,India,28,Andhra Pradesh,2008,"Calendar Year (Jan - Dec), 2008",7799.641038478552230,6129.175618668467508,3801.690545219372421,2718.313073424918420,127.3
715,India,28,Andhra Pradesh,2009,"Calendar Year (Jan - Dec), 2009",7083.405021206841360,5634.577990993435671,3250.696380751292484,2376.550060459046934,125.7
716,India,28,Andhra Pradesh,2010,"Calendar Year (Jan - Dec), 2010",8184.265419407140272,6308.516605670360466,4034.044276806730593,2839.001662162041354,129.7
717,India,28,Andhra Pradesh,2011,"Calendar Year (Jan - Dec), 2011",7759.599497355488079,6294.417471472098441,3826.505021408313585,2870.583722766148290,123.3
718,India,28,Andhra Pradesh,2012,"Calendar Year (Jan - Dec), 2012",7698.127272251065650,6269.602995283157277,3534.934926188254908,2580.141558281950575,122.8
719,India,28,Andhra Pradesh,2013,"Calendar Year (Jan - Dec), 2013",8128,6448,4095,3014,126
720,India,28,Andhra Pradesh,2014,"Calendar Year (Jan - Dec), 2014",7690,6236,3886,2927,123.3
721,India,28,Andhra Pradesh,2015,"Calendar Year (Jan - Dec), 2015",7532,6209,3547,2743,121.3
722,India,28,Andhra Pradesh,2016,"Calendar Year (Jan - Dec), 2016",7418,6077,3582,2719,122.1
723,India,28,Andhra Pradesh,2017,"Calendar Year (Jan - Dec), 2017",7445,6048,3730,2763,123.1
724,India,28,Andhra Pradesh,2018,"Calendar Year (Jan - Dec), 2018",7297,6049,3635,2796,120.6
725,India,28,Andhra Pradesh,2019,"Calendar Year (Jan - Dec), 2019",7287,5884,3813,2879,123.8
726,India,29,Karnataka,1991,"Calendar Year (Jan - Dec), 1991",12392,10710,2834,2308,115.7
727,India,29,Karnataka,1992,"Calendar Year (Jan - Dec), 1992",12412,10788,2802,2194,115.1
728,India,29,Karnataka,1993,"Calendar Year (Jan - Dec), 1993",12432,10790,2971,2327,115.2
729,India,29,Karnataka,1994,"Calendar Year (Jan - Dec), 1994",12013,10419,2923,2325,115.3
730,India,29,Karnataka,1995,"Calendar Year (Jan - Dec), 1995",11958,10420,2845,2302,114.8
731,India,29,Karnataka,1996,"Calendar Year (Jan - Dec), 1996",12335,10610,2881,2325,116.3
732,India,29,Karnataka,1997,"Calendar Year (Jan - Dec), 1997",11695,10075,2912,2363,116.1
733,India,29,Karnataka,1998,"Calendar Year (Jan - Dec), 1998",12312,10489,3118,2492,117.4
734,India,29,Karnataka,1999,"Calendar Year (Jan - Dec), 1999",12097,10259,3162,2548,117.9
735,India,29,Karnataka,2000,"Calendar Year (Jan - Dec), 2000",12284,10410,3271,2643,118
736,India,29,Karnataka,2001,"Calendar Year (Jan - Dec), 2001",11670,10031,3089,2565,116.3
737,India,29,Karnataka,2002,"Calendar Year (Jan - Dec), 2002",11532,9838,2841,2450,117.2
738,India,29,Karnataka,2003,"Calendar Year (Jan - Dec), 2003",11450,9847,2702,2384,116.3
739,India,29,Karnataka,2004,"Calendar Year (Jan - Dec), 2004",12807,10499,3328,2820,122
740,India,29,Karnataka,2005,"Calendar Year (Jan - Dec), 2005",13027,10509,3632,2970,124
741,India,29,Karnataka,2006,"Calendar Year (Jan - Dec), 2006",12438,10105,3603,2946,123.1
742,India,29,Karnataka,2007,"Calendar Year (Jan - Dec), 2007",12893,10419,3789,3132,123.7
743,India,29,Karnataka,2008,"Calendar Year (Jan - Dec), 2008",12368,10174,3942,3238,121.6
744,India,29,Karnataka,2009,"Calendar Year (Jan - Dec), 2009",12873,10404,4096,3390,123.7
745,India,29,Karnataka,2010,"Calendar Year (Jan - Dec), 2010",13062,10523,4279,3490,124.1
746,India,29,Karnataka,2011,"Calendar Year (Jan - Dec), 2011",12059,9941,4137,3440,121.3
747,India,29,Karnataka,2012,"Calendar Year (Jan - Dec), 2012",11748,9793,4007,3421,120
748,India,29,Karnataka,2013,"Calendar Year (Jan - Dec), 2013",12267,9923,4112,3556,123.6
749,India,29,Karnataka,2014,"Calendar Year (Jan - Dec), 2014",12247,10044,4186,3589,121.9
750,India,29,Karnataka,2015,"Calendar Year (Jan - Dec), 2015",12009,10006,3742,3243,120
751,India,29,Karnataka,2016,"Calendar Year (Jan - Dec), 2016",11779,9855,3548,3104,119.5
752,India,29,Karnataka,2017,"Calendar Year (Jan - Dec), 2017",11994,9895,3639,3155,121.2
753,India,29,Karnataka,2018,"Calendar Year (Jan - Dec), 2018",13551,10664,4744,4032,127.1
754,India,29,Karnataka,2019,"Calendar Year (Jan - Dec), 2019",,,,,
755,India,30,Goa,1991,"Calendar Year (Jan - Dec), 1991",153,132,35,24,116.2
756,India,30,Goa,1992,"Calendar Year (Jan - Dec), 1992",161,138,35,23,116.7
757,India,30,Goa,1993,"Calendar Year (Jan - Dec), 1993",162,138,35,23,117.4
758,India,30,Goa,1994,"Calendar Year (Jan - Dec), 1994",163,138,36,23,118.1
759,India,30,Goa,1995,"Calendar Year (Jan - Dec), 1995",165,139,36,23,118.7
760,India,30,Goa,1996,"Calendar Year (Jan - Dec), 1996",165,139,36,23,118.7
761,India,30,Goa,1997,"Calendar Year (Jan - Dec), 1997",169,141,36,24,119.9
762,India,30,Goa,1998,"Calendar Year (Jan - Dec), 1998",171,142,34,22,120.7
763,India,30,Goa,1999,"Calendar Year (Jan - Dec), 1999",171,142,34,22,121.2
764,India,30,Goa,2000,"Calendar Year (Jan - Dec), 2000",171,141,36,23,121.4
765,India,30,Goa,2001,"Calendar Year (Jan - Dec), 2001",168,141,38,23,119.1
766,India,30,Goa,2002,"Calendar Year (Jan - Dec), 2002",164,141,39,24,115.8
767,India,30,Goa,2003,"Calendar Year (Jan - Dec), 2003",169,141,40,24,119.2
768,India,30,Goa,2004,"Calendar Year (Jan - Dec), 2004",169,134,40,24,126.6
769,India,30,Goa,2005,"Calendar Year (Jan - Dec), 2005",170,137,38,24,124.5
770,India,30,Goa,2006,"Calendar Year (Jan - Dec), 2006",172,137,38,24,125.6
771,India,30,Goa,2007,"Calendar Year (Jan - Dec), 2007",170,134,39,35,126.3
772,India,30,Goa,2008,"Calendar Year (Jan - Dec), 2008",166,135,36,35,123.3
773,India,30,Goa,2009,"Calendar Year (Jan - Dec), 2009",160,132,38,29,121.8
774,India,30,Goa,2010,"Calendar Year (Jan - Dec), 2010",160,131,36,36,122.1
775,India,30,Goa,2011,"Calendar Year (Jan - Dec), 2011",164,132,41,41,124.4
776,India,30,Goa,2012,"Calendar Year (Jan - Dec), 2012",163,132,36,36,123.2
777,India,30,Goa,2013,"Calendar Year (Jan - Dec), 2013",158,129,38,38,122.2
778,India,30,Goa,2014,"Calendar Year (Jan - Dec), 2014",158,129,39,39,122
779,India,30,Goa,2015,"Calendar Year (Jan - Dec), 2015",157,130,39,39,120.9
780,India,30,Goa,2016,"Calendar Year (Jan - Dec), 2016",155,130,37,37,118.9
781,India,30,Goa,2017,"Calendar Year (Jan - Dec), 2017",152,129,35,17,117.8
782,India,30,Goa,2018,"Calendar Year (Jan - Dec), 2018",150,128,34,16,117.2
783,India,30,Goa,2019,"Calendar Year (Jan - Dec), 2019",146,127,32,22,115
784,India,32,Kerala,1991,"Calendar Year (Jan - Dec), 1991",3021,2248,387,333,134.4
785,India,32,Kerala,1992,"Calendar Year (Jan - Dec), 1992",3047,2250,376,335,135.4
786,India,32,Kerala,1993,"Calendar Year (Jan - Dec), 1993",3042,2238,413,324,135.9
787,India,32,Kerala,1994,"Calendar Year (Jan - Dec), 1994",3048,2239,506,358,136.1
788,India,32,Kerala,1995,"Calendar Year (Jan - Dec), 1995",3066,2265,466,342,135.4
789,India,32,Kerala,1996,"Calendar Year (Jan - Dec), 1996",3021,2269,466,357,133.1
790,India,32,Kerala,1997,"Calendar Year (Jan - Dec), 1997",2969,2271,417,350,130.7
791,India,32,Kerala,1998,"Calendar Year (Jan - Dec), 1998",2917,2259,421,375,129.1
792,India,32,Kerala,1999,"Calendar Year (Jan - Dec), 1999",3002,2239,471,380,134
793,India,32,Kerala,2000,"Calendar Year (Jan - Dec), 2000",3022,2206,458,381,137
794,India,32,Kerala,2001,"Calendar Year (Jan - Dec), 2001",2992,2191,432,377,136.6
795,India,32,Kerala,2002,"Calendar Year (Jan - Dec), 2002",2970,2189,429,379,135.7
796,India,32,Kerala,2003,"Calendar Year (Jan - Dec), 2003",2954,2190,425,384,134.9
797,India,32,Kerala,2004,"Calendar Year (Jan - Dec), 2004",2996,2155,455,393,139
798,India,32,Kerala,2005,"Calendar Year (Jan - Dec), 2005",2986,2132,460,401,140
799,India,32,Kerala,2006,"Calendar Year (Jan - Dec), 2006",2918,2101,490,392,138.8
800,India,32,Kerala,2007,"Calendar Year (Jan - Dec), 2007",2761,2089,455,388,132.2
801,India,32,Kerala,2008,"Calendar Year (Jan - Dec), 2008",2695,2089,458,390,129
802,India,32,Kerala,2009,"Calendar Year (Jan - Dec), 2009",2669,2079,455,386,128.4
803,India,32,Kerala,2010,"Calendar Year (Jan - Dec), 2010",2647,2072,467,415,127.8
804,India,32,Kerala,2011,"Calendar Year (Jan - Dec), 2011",2662,2040,546,409,130.5
805,India,32,Kerala,2012,"Calendar Year (Jan - Dec), 2012",2592,2048,458,396,126.5
806,India,32,Kerala,2013,"Calendar Year (Jan - Dec), 2013",2617,2051,468,397,127.6
807,India,32,Kerala,2014,"Calendar Year (Jan - Dec), 2014",2625,2043,470,414,128.5
808,India,32,Kerala,2015,"Calendar Year (Jan - Dec), 2015",2628,2023,484,414,129.9
809,India,32,Kerala,2016,"Calendar Year (Jan - Dec), 2016",2584,2015,497,378,128.2
810,India,32,Kerala,2017,"Calendar Year (Jan - Dec), 2017",2580,2040,540,392,126.5
811,India,32,Kerala,2018,"Calendar Year (Jan - Dec), 2018",2571,2034,,404,126.4
812,India,32,Kerala,2019,"Calendar Year (Jan - Dec), 2019",2586,2026,,410,127.6
